sample_id,raw_input,normalized_degree_part,canonical_degree,canonical_field,degree_level,degree_short_code,split_pattern,expected_layer,expected_status,gold_confidence,training_use,source
L1-02510,B. Tech (Mechanical Engineering),b tech,Bachelor of Technology,Mechanical Engineering,UG ENGINEERING,BTECH,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02511,Bachelor of Technology / Business Administration,bachelor of technology,Bachelor of Technology,Business Administration,UG ENGINEERING,BTECH,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02512,BTech - Chemistry,btech,Bachelor of Technology,Chemistry,UG ENGINEERING,BTECH,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02513,"4-Year B.Tech, Business Administration",4 year btech,Bachelor of Technology,Business Administration,UG ENGINEERING,BTECH,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02514,"4-Year B.Tech, Production Engineering",4 year btech,Bachelor of Technology,Production Engineering,UG ENGINEERING,BTECH,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02515,Bachelor of Technology / Biotechnology Engineering,bachelor of technology,Bachelor of Technology,Biotechnology Engineering,UG ENGINEERING,BTECH,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02516,4-Year B.Tech / Metallurgical Engineering,4 year btech,Bachelor of Technology,Metallurgical Engineering,UG ENGINEERING,BTECH,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02517,B.Tech (Hons) (Mining Engineering),btech,Bachelor of Technology,,UG ENGINEERING,BTECH,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02518,"B.Tech (Hons), Food Technology",btech food technology,Bachelor of Technology,,UG ENGINEERING,BTECH,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02519,B.Tech. (Computer Science and Engineering),btech,Bachelor of Technology,Computer Science and Engineering,UG ENGINEERING,BTECH,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02520,BTech (Software Engineering),btech,Bachelor of Technology,Software Engineering,UG ENGINEERING,BTECH,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02521,B.Tech (Hons) in Textile Engineering,btech,Bachelor of Technology,Textile Engineering,UG ENGINEERING,BTECH,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02522,"Bachelor of Technology, Instrumentation Engineering",bachelor of technology,Bachelor of Technology,Instrumentation Engineering,UG ENGINEERING,BTECH,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02523,B.Tech/BE / Mathematics,btech be,Bachelor of Technology,Mathematics,UG ENGINEERING,BTECH,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02524,B.Tech (Hons) - Mechanical Engineering,btech,Bachelor of Technology,Mechanical Engineering,UG ENGINEERING,BTECH,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02525,Bacheler of Technology - Food Technology,bacheler of technology,Bachelor of Technology,Food Technology,UG ENGINEERING,BTECH,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02526,"B.Tech., Environmental Engineering",btech,Bachelor of Technology,Environmental Engineering,UG ENGINEERING,BTECH,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02527,B. Tech in Textile Engineering,b tech,Bachelor of Technology,Textile Engineering,UG ENGINEERING,BTECH,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02528,4-Year B.Tech (Hons),4 year btech,Bachelor of Technology,,UG ENGINEERING,BTECH,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02529,"4-Year B.Tech, Artificial Intelligence and Machine Learning",4 year btech,Bachelor of Technology,Artificial Intelligence and Machine Learning,UG ENGINEERING,BTECH,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02530,B.Tech/BE (Textile Engineering),btech be,Bachelor of Technology,Textile Engineering,UG ENGINEERING,BTECH,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02531,"4-Year B.Tech, Electrical Engineering",4 year btech,Bachelor of Technology,Electrical Engineering,UG ENGINEERING,BTECH,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02532,"B. Tech, Metallurgical Engineering",b tech,Bachelor of Technology,Metallurgical Engineering,UG ENGINEERING,BTECH,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02533,Bacheler of Technology in Software Engineering,bacheler of technology,Bachelor of Technology,Software Engineering,UG ENGINEERING,BTECH,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02534,B. Tech (Environmental Engineering),b tech,Bachelor of Technology,Environmental Engineering,UG ENGINEERING,BTECH,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02535,B.Tech. in Finance,btech,Bachelor of Technology,Finance,UG ENGINEERING,BTECH,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02536,B.Tech (Hons) / Biotechnology Engineering,btech,Bachelor of Technology,Biotechnology Engineering,UG ENGINEERING,BTECH,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02537,B.Tech (Hons) - Civil Engineering,btech,Bachelor of Technology,Civil Engineering,UG ENGINEERING,BTECH,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02538,B. Tech (Civil Engineering),b tech,Bachelor of Technology,Civil Engineering,UG ENGINEERING,BTECH,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02539,B. Tech in Computer Science and Engineering,b tech,Bachelor of Technology,Computer Science and Engineering,UG ENGINEERING,BTECH,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02540,Bachelor of Technology / Aerospace Engineering,bachelor of technology,Bachelor of Technology,Aerospace Engineering,UG ENGINEERING,BTECH,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02541,B.Tech (Hons) (Mathematics),btech,Bachelor of Technology,,UG ENGINEERING,BTECH,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02542,Bacheler of Technology / Chemical Engineering,bacheler of technology,Bachelor of Technology,Chemical Engineering,UG ENGINEERING,BTECH,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02543,BTECH - Aerospace Engineering,btech,Bachelor of Technology,Aerospace Engineering,UG ENGINEERING,BTECH,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02544,BTech / Software Engineering,btech,Bachelor of Technology,Software Engineering,UG ENGINEERING,BTECH,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02545,B.Tech/BE - Business Administration,btech be,Bachelor of Technology,Business Administration,UG ENGINEERING,BTECH,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02546,B. Tech (Information Technology),b tech,Bachelor of Technology,Information Technology,UG ENGINEERING,BTECH,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02547,B.Tech - Artificial Intelligence and Machine Learning,btech,Bachelor of Technology,Artificial Intelligence and Machine Learning,UG ENGINEERING,BTECH,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02548,"B.Tech/BE, Cybersecurity",btech be,Bachelor of Technology,Cybersecurity,UG ENGINEERING,BTECH,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02549,B.Tech/BE in Metallurgical Engineering,btech be,Bachelor of Technology,Metallurgical Engineering,UG ENGINEERING,BTECH,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02550,4-Year B.Tech - Finance,4 year btech,Bachelor of Technology,Finance,UG ENGINEERING,BTECH,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02551,B.Tech/BE / Business Administration,btech be,Bachelor of Technology,Business Administration,UG ENGINEERING,BTECH,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02552,Bachelor of Technology / Instrumentation Engineering,bachelor of technology,Bachelor of Technology,Instrumentation Engineering,UG ENGINEERING,BTECH,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02553,Bachelor of Technology (Finance),bachelor of technology,Bachelor of Technology,Finance,UG ENGINEERING,BTECH,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02554,4-Year B.Tech (Physics),4 year btech,Bachelor of Technology,Physics,UG ENGINEERING,BTECH,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02555,B.Tech. / Environmental Engineering,btech,Bachelor of Technology,Environmental Engineering,UG ENGINEERING,BTECH,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02556,B. Tech in Mechanical Engineering,b tech,Bachelor of Technology,Mechanical Engineering,UG ENGINEERING,BTECH,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02557,B. Tech - Biotechnology Engineering,b tech,Bachelor of Technology,Biotechnology Engineering,UG ENGINEERING,BTECH,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02558,B. Tech (Textile Engineering),b tech,Bachelor of Technology,Textile Engineering,UG ENGINEERING,BTECH,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02559,B.TECH/BE,btech be,Bachelor of Technology,,UG ENGINEERING,BTECH,none,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02560,BTECH (Information Technology),btech,Bachelor of Technology,Information Technology,UG ENGINEERING,BTECH,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02561,BTech / Electronics and Communication Engineering,btech,Bachelor of Technology,Electronics and Communication Engineering,UG ENGINEERING,BTECH,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02562,B.Tech (Hons) in Software Engineering,btech,Bachelor of Technology,Software Engineering,UG ENGINEERING,BTECH,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02563,b.tech (hons),btech,Bachelor of Technology,,UG ENGINEERING,BTECH,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02564,B.Tech (Hons) in Chemistry,btech,Bachelor of Technology,Chemistry,UG ENGINEERING,BTECH,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02565,4-Year B.Tech / Mining Engineering,4 year btech,Bachelor of Technology,Mining Engineering,UG ENGINEERING,BTECH,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02566,B. Tech in Electronics and Communication Engineering,b tech,Bachelor of Technology,Electronics and Communication Engineering,UG ENGINEERING,BTECH,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02567,B.Tech / Production Engineering,btech,Bachelor of Technology,Production Engineering,UG ENGINEERING,BTECH,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02568,"B.Tech., Electrical Engineering",btech,Bachelor of Technology,Electrical Engineering,UG ENGINEERING,BTECH,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02569,"Bachelor of Technology, Data Science",bachelor of technology,Bachelor of Technology,Data Science,UG ENGINEERING,BTECH,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02570,"Bacheler of Technology, Business Administration",bacheler of technology,Bachelor of Technology,Business Administration,UG ENGINEERING,BTECH,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02571,"B.Tech (Hons), Mechanical Engineering",btech mechanical engineering,Bachelor of Technology,,UG ENGINEERING,BTECH,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02572,B. Tech in Physics,b tech,Bachelor of Technology,Physics,UG ENGINEERING,BTECH,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02573,b.tech.,btech,Bachelor of Technology,,UG ENGINEERING,BTECH,none,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02574,4-Year B.Tech / Finance,4 year btech,Bachelor of Technology,Finance,UG ENGINEERING,BTECH,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02575,4-Year B.Tech / Textile Engineering,4 year btech,Bachelor of Technology,Textile Engineering,UG ENGINEERING,BTECH,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02576,4-Year B.Tech in Textile Engineering,4 year btech,Bachelor of Technology,Textile Engineering,UG ENGINEERING,BTECH,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02577,"Bachelor of Technology, Physics",bachelor of technology,Bachelor of Technology,Physics,UG ENGINEERING,BTECH,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02578,BTECH (Artificial Intelligence and Machine Learning),btech,Bachelor of Technology,Artificial Intelligence and Machine Learning,UG ENGINEERING,BTECH,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02579,B.Tech. in Data Science,btech,Bachelor of Technology,Data Science,UG ENGINEERING,BTECH,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02580,BTech in Aerospace Engineering,btech,Bachelor of Technology,Aerospace Engineering,UG ENGINEERING,BTECH,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02581,Bacheler of Technology (Computer Science and Engineering),bacheler of technology,Bachelor of Technology,Computer Science and Engineering,UG ENGINEERING,BTECH,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02582,B.Tech/BE / Physics,btech be,Bachelor of Technology,Physics,UG ENGINEERING,BTECH,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02583,"Bacheler of Technology, Finance",bacheler of technology,Bachelor of Technology,Finance,UG ENGINEERING,BTECH,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02584,"BTECH, Artificial Intelligence and Machine Learning",btech,Bachelor of Technology,Artificial Intelligence and Machine Learning,UG ENGINEERING,BTECH,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02585,B.Tech. (Mechanical Engineering),btech,Bachelor of Technology,Mechanical Engineering,UG ENGINEERING,BTECH,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02586,B.Tech in Electrical Engineering,btech,Bachelor of Technology,Electrical Engineering,UG ENGINEERING,BTECH,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02587,Bacheler of Technology - Computer Science and Engineering,bacheler of technology,Bachelor of Technology,Computer Science and Engineering,UG ENGINEERING,BTECH,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02588,B.Tech / Electronics and Communication Engineering,btech,Bachelor of Technology,Electronics and Communication Engineering,UG ENGINEERING,BTECH,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02589,BTECH / Textile Engineering,btech,Bachelor of Technology,Textile Engineering,UG ENGINEERING,BTECH,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02590,BTECH - Software Engineering,btech,Bachelor of Technology,Software Engineering,UG ENGINEERING,BTECH,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02591,B.Tech (Hons) / Mining Engineering,btech,Bachelor of Technology,Mining Engineering,UG ENGINEERING,BTECH,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02592,B.Tech - Cybersecurity,btech,Bachelor of Technology,Cybersecurity,UG ENGINEERING,BTECH,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02593,B.Tech/BE / Data Science,btech be,Bachelor of Technology,Data Science,UG ENGINEERING,BTECH,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02594,4-Year B.Tech in Mathematics,4 year btech,Bachelor of Technology,Mathematics,UG ENGINEERING,BTECH,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02595,B. Tech (Chemical Engineering),b tech,Bachelor of Technology,Chemical Engineering,UG ENGINEERING,BTECH,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02596,"4-Year B.Tech, Food Technology",4 year btech,Bachelor of Technology,Food Technology,UG ENGINEERING,BTECH,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02597,Bacheler of Technology / Cybersecurity,bacheler of technology,Bachelor of Technology,Cybersecurity,UG ENGINEERING,BTECH,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02598,BTech (Aerospace Engineering),btech,Bachelor of Technology,Aerospace Engineering,UG ENGINEERING,BTECH,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02599,"B. Tech, Electrical Engineering",b tech,Bachelor of Technology,Electrical Engineering,UG ENGINEERING,BTECH,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02600,"B. Tech, Instrumentation Engineering",b tech,Bachelor of Technology,Instrumentation Engineering,UG ENGINEERING,BTECH,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02601,B.Tech. in Computer Science and Engineering,btech,Bachelor of Technology,Computer Science and Engineering,UG ENGINEERING,BTECH,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02602,B.Tech. - Information Technology,btech,Bachelor of Technology,Information Technology,UG ENGINEERING,BTECH,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02603,"B.Tech., Data Science",btech,Bachelor of Technology,Data Science,UG ENGINEERING,BTECH,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02604,B.Tech. in Civil Engineering,btech,Bachelor of Technology,Civil Engineering,UG ENGINEERING,BTECH,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02605,B.Tech. - Textile Engineering,btech,Bachelor of Technology,Textile Engineering,UG ENGINEERING,BTECH,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02606,4-Year B.Tech in Software Engineering,4 year btech,Bachelor of Technology,Software Engineering,UG ENGINEERING,BTECH,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02607,B.Tech. (Mathematics),btech,Bachelor of Technology,Mathematics,UG ENGINEERING,BTECH,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02608,B.Tech (Hons) - Information Technology,btech,Bachelor of Technology,Information Technology,UG ENGINEERING,BTECH,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02609,"BTECH, Software Engineering",btech,Bachelor of Technology,Software Engineering,UG ENGINEERING,BTECH,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02610,B.Tech in Metallurgical Engineering,btech,Bachelor of Technology,Metallurgical Engineering,UG ENGINEERING,BTECH,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02611,"BTECH, Computer Science and Engineering",btech,Bachelor of Technology,Computer Science and Engineering,UG ENGINEERING,BTECH,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02612,Bacheler of Technology - Information Technology,bacheler of technology,Bachelor of Technology,Information Technology,UG ENGINEERING,BTECH,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02613,B.Tech - Chemical Engineering,btech,Bachelor of Technology,Chemical Engineering,UG ENGINEERING,BTECH,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02614,BTech - Software Engineering,btech,Bachelor of Technology,Software Engineering,UG ENGINEERING,BTECH,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02615,BTech / Business Administration,btech,Bachelor of Technology,Business Administration,UG ENGINEERING,BTECH,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02616,"B.Tech., Mathematics",btech,Bachelor of Technology,Mathematics,UG ENGINEERING,BTECH,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02617,B. TECH,b tech,Bachelor of Technology,,UG ENGINEERING,BTECH,none,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02618,B.Tech / Electrical Engineering,btech,Bachelor of Technology,Electrical Engineering,UG ENGINEERING,BTECH,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02619,4-Year B.Tech (Business Administration),4 year btech,Bachelor of Technology,Business Administration,UG ENGINEERING,BTECH,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02620,"Bachelor of Technology, Environmental Engineering",bachelor of technology,Bachelor of Technology,Environmental Engineering,UG ENGINEERING,BTECH,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02621,B. Tech - Electronics and Communication Engineering,b tech,Bachelor of Technology,Electronics and Communication Engineering,UG ENGINEERING,BTECH,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02622,Bachelor of Technology in Food Technology,bachelor of technology,Bachelor of Technology,Food Technology,UG ENGINEERING,BTECH,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02623,"B.Tech (Hons), Electronics and Communication Engineering",btech electronics and communication engineering,Bachelor of Technology,,UG ENGINEERING,BTECH,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02624,BTech / Chemical Engineering,btech,Bachelor of Technology,Chemical Engineering,UG ENGINEERING,BTECH,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02625,Bacheler of Technology - Electronics and Communication Engineering,bacheler of technology,Bachelor of Technology,Electronics and Communication Engineering,UG ENGINEERING,BTECH,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02626,B.Tech. in Mathematics,btech,Bachelor of Technology,Mathematics,UG ENGINEERING,BTECH,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02627,"Bachelor of Technology, Cybersecurity",bachelor of technology,Bachelor of Technology,Cybersecurity,UG ENGINEERING,BTECH,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02628,B.Tech - Business Administration,btech,Bachelor of Technology,Business Administration,UG ENGINEERING,BTECH,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02629,4-Year B.Tech / Physics,4 year btech,Bachelor of Technology,Physics,UG ENGINEERING,BTECH,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02630,"B.Tech (Hons), Computer Science and Engineering",btech computer science and engineering,Bachelor of Technology,,UG ENGINEERING,BTECH,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02631,4-Year B.Tech / Aerospace Engineering,4 year btech,Bachelor of Technology,Aerospace Engineering,UG ENGINEERING,BTECH,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02632,Bachelor of Technology - Chemistry,bachelor of technology,Bachelor of Technology,Chemistry,UG ENGINEERING,BTECH,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02633,B.Tech - Electrical Engineering,btech,Bachelor of Technology,Electrical Engineering,UG ENGINEERING,BTECH,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02634,BTech in Finance,btech,Bachelor of Technology,Finance,UG ENGINEERING,BTECH,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02635,Bachelor of Technology - Finance,bachelor of technology,Bachelor of Technology,Finance,UG ENGINEERING,BTECH,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02636,BTECH in Information Technology,btech,Bachelor of Technology,Information Technology,UG ENGINEERING,BTECH,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02637,Bacheler of Technology (Physics),bacheler of technology,Bachelor of Technology,Physics,UG ENGINEERING,BTECH,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02638,B.Tech (Hons) - Software Engineering,btech,Bachelor of Technology,Software Engineering,UG ENGINEERING,BTECH,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02639,B.Tech (Hons) - Computer Science and Engineering,btech,Bachelor of Technology,Computer Science and Engineering,UG ENGINEERING,BTECH,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02640,"B.Tech., Software Engineering",btech,Bachelor of Technology,Software Engineering,UG ENGINEERING,BTECH,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02641,"B. Tech, Mechanical Engineering",b tech,Bachelor of Technology,Mechanical Engineering,UG ENGINEERING,BTECH,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02642,"B.Tech/BE, Computer Science and Engineering",btech be,Bachelor of Technology,Computer Science and Engineering,UG ENGINEERING,BTECH,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02643,"B.Tech/BE, Software Engineering",btech be,Bachelor of Technology,Software Engineering,UG ENGINEERING,BTECH,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02644,BTech (Production Engineering),btech,Bachelor of Technology,Production Engineering,UG ENGINEERING,BTECH,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02645,Bachelor of Technology - Textile Engineering,bachelor of technology,Bachelor of Technology,Textile Engineering,UG ENGINEERING,BTECH,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02646,B.Tech (Hons) in Electrical Engineering,btech,Bachelor of Technology,Electrical Engineering,UG ENGINEERING,BTECH,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02647,B.Tech (Hons) / Artificial Intelligence and Machine Learning,btech,Bachelor of Technology,Artificial Intelligence and Machine Learning,UG ENGINEERING,BTECH,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02648,"B.Tech/BE, Business Administration",btech be,Bachelor of Technology,Business Administration,UG ENGINEERING,BTECH,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02649,"Bacheler of Technology, Electrical Engineering",bacheler of technology,Bachelor of Technology,Electrical Engineering,UG ENGINEERING,BTECH,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02650,B.Tech. - Production Engineering,btech,Bachelor of Technology,Production Engineering,UG ENGINEERING,BTECH,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02651,"B.Tech., Food Technology",btech,Bachelor of Technology,Food Technology,UG ENGINEERING,BTECH,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02652,Bachelor of Technology in Electrical Engineering,bachelor of technology,Bachelor of Technology,Electrical Engineering,UG ENGINEERING,BTECH,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02653,"B.Tech., Textile Engineering",btech,Bachelor of Technology,Textile Engineering,UG ENGINEERING,BTECH,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-02654,BTech / Information Technology,btech,Bachelor of Technology,Information Technology,UG ENGINEERING,BTECH,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
