sample_id,dataset_id,included_systems,raw_input,normalized_input,canonical_degree,canonical_country_system,country_code,region,qualification_level,degree_family,short_code,duration_hint,local_level,variant_alias_kind,variant_prefix_kind,variant_suffix_kind,variant_case_kind,expected_status,expected_layer,is_degree_only,source_note,is_ambiguous_across_systems,is_ambiguous_across_degrees,duplicate_normalized_count
IND_USA-005328,IND_USA,India + United States,IN Master of Computer Applications Hons (1-2 years),in master of computer applications hons 1 2 years,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_code,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005329,IND_USA,India + United States,M C A (Hons),m c a hons,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,none,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005330,IND_USA,India + United States,M C A (Hons) degree,m c a hons degree,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,none,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005331,IND_USA,India + United States,M C A (Hons) qualification,m c a hons qualification,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,none,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005332,IND_USA,India + United States,M C A (Hons) (India),m c a hons india,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,none,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005333,IND_USA,India + United States,M C A (Hons) (IN),m c a hons in,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,none,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005334,IND_USA,India + United States,M C A (Hons) (1-2 years),m c a hons 1 2 years,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,none,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005335,IND_USA,India + United States,Indian M C A (Hons),indian m c a hons,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_adjective,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005336,IND_USA,India + United States,Indian M C A (Hons) degree,indian m c a hons degree,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_adjective,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005337,IND_USA,India + United States,Indian M C A (Hons) qualification,indian m c a hons qualification,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_adjective,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005338,IND_USA,India + United States,Indian M C A (Hons) (India),indian m c a hons india,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_adjective,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005339,IND_USA,India + United States,Indian M C A (Hons) (IN),indian m c a hons in,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_adjective,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005340,IND_USA,India + United States,Indian M C A (Hons) (1-2 years),indian m c a hons 1 2 years,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_adjective,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005341,IND_USA,India + United States,India M C A (Hons),india m c a hons,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_name,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005342,IND_USA,India + United States,India M C A (Hons) degree,india m c a hons degree,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_name,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005343,IND_USA,India + United States,India M C A (Hons) qualification,india m c a hons qualification,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_name,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005344,IND_USA,India + United States,India M C A (Hons) (India),india m c a hons india,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_name,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005345,IND_USA,India + United States,India M C A (Hons) (IN),india m c a hons in,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_name,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005346,IND_USA,India + United States,India M C A (Hons) (1-2 years),india m c a hons 1 2 years,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_name,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005347,IND_USA,India + United States,IN M C A (Hons),in m c a hons,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_code,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005348,IND_USA,India + United States,IN M C A (Hons) degree,in m c a hons degree,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_code,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005349,IND_USA,India + United States,IN M C A (Hons) qualification,in m c a hons qualification,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_code,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005350,IND_USA,India + United States,IN M C A (Hons) (India),in m c a hons india,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_code,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005351,IND_USA,India + United States,IN M C A (Hons) (IN),in m c a hons in,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_code,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005352,IND_USA,India + United States,IN M C A (Hons) (1-2 years),in m c a hons 1 2 years,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_code,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005353,IND_USA,India + United States,MasterofComputerApplications,masterofcomputerapplications,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,none,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005354,IND_USA,India + United States,MasterofComputerApplications degree,masterofcomputerapplications degree,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,none,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005355,IND_USA,India + United States,MasterofComputerApplications qualification,masterofcomputerapplications qualification,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,none,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005356,IND_USA,India + United States,MasterofComputerApplications (India),masterofcomputerapplications india,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,none,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005357,IND_USA,India + United States,MasterofComputerApplications (IN),masterofcomputerapplications in,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,none,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005358,IND_USA,India + United States,MasterofComputerApplications (1-2 years),masterofcomputerapplications 1 2 years,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,none,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005359,IND_USA,India + United States,Indian MasterofComputerApplications,indian masterofcomputerapplications,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_adjective,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005360,IND_USA,India + United States,Indian MasterofComputerApplications degree,indian masterofcomputerapplications degree,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_adjective,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005361,IND_USA,India + United States,Indian MasterofComputerApplications qualification,indian masterofcomputerapplications qualification,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_adjective,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005362,IND_USA,India + United States,Indian MasterofComputerApplications (India),indian masterofcomputerapplications india,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_adjective,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005363,IND_USA,India + United States,Indian MasterofComputerApplications (IN),indian masterofcomputerapplications in,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_adjective,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005364,IND_USA,India + United States,Indian MasterofComputerApplications (1-2 years),indian masterofcomputerapplications 1 2 years,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_adjective,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005365,IND_USA,India + United States,India MasterofComputerApplications,india masterofcomputerapplications,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_name,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005366,IND_USA,India + United States,India MasterofComputerApplications degree,india masterofcomputerapplications degree,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_name,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005367,IND_USA,India + United States,India MasterofComputerApplications qualification,india masterofcomputerapplications qualification,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_name,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005368,IND_USA,India + United States,India MasterofComputerApplications (India),india masterofcomputerapplications india,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_name,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005369,IND_USA,India + United States,India MasterofComputerApplications (IN),india masterofcomputerapplications in,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_name,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005370,IND_USA,India + United States,India MasterofComputerApplications (1-2 years),india masterofcomputerapplications 1 2 years,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_name,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005371,IND_USA,India + United States,IN MasterofComputerApplications,in masterofcomputerapplications,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_code,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005372,IND_USA,India + United States,IN MasterofComputerApplications degree,in masterofcomputerapplications degree,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_code,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005373,IND_USA,India + United States,IN MasterofComputerApplications qualification,in masterofcomputerapplications qualification,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_code,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005374,IND_USA,India + United States,IN MasterofComputerApplications (India),in masterofcomputerapplications india,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_code,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005375,IND_USA,India + United States,IN MasterofComputerApplications (IN),in masterofcomputerapplications in,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_code,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005376,IND_USA,India + United States,IN MasterofComputerApplications (1-2 years),in masterofcomputerapplications 1 2 years,Master of Computer Applications,India,IN,South Asia,PG OTHER,postgraduate,MCA,1-2 years,PG OTHER,alias,country_code,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005377,IND_USA,India + United States,Master of Engineering,master of engineering,Master of Engineering,India,IN,South Asia,PG ENGINEERING,postgraduate,ME,1-2 years,PG ENGINEERING,alias,none,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,true,false,2
IND_USA-005378,IND_USA,India + United States,Master of Engineering degree,master of engineering degree,Master of Engineering,India,IN,South Asia,PG ENGINEERING,postgraduate,ME,1-2 years,PG ENGINEERING,alias,none,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,true,false,2
IND_USA-005379,IND_USA,India + United States,Master of Engineering qualification,master of engineering qualification,Master of Engineering,India,IN,South Asia,PG ENGINEERING,postgraduate,ME,1-2 years,PG ENGINEERING,alias,none,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,true,false,2
IND_USA-005380,IND_USA,India + United States,Master of Engineering (India),master of engineering india,Master of Engineering,India,IN,South Asia,PG ENGINEERING,postgraduate,ME,1-2 years,PG ENGINEERING,alias,none,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005381,IND_USA,India + United States,Master of Engineering (IN),master of engineering in,Master of Engineering,India,IN,South Asia,PG ENGINEERING,postgraduate,ME,1-2 years,PG ENGINEERING,alias,none,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005382,IND_USA,India + United States,Master of Engineering (1-2 years),master of engineering 1 2 years,Master of Engineering,India,IN,South Asia,PG ENGINEERING,postgraduate,ME,1-2 years,PG ENGINEERING,alias,none,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,true,false,2
IND_USA-005383,IND_USA,India + United States,Indian Master of Engineering,indian master of engineering,Master of Engineering,India,IN,South Asia,PG ENGINEERING,postgraduate,ME,1-2 years,PG ENGINEERING,alias,country_adjective,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005384,IND_USA,India + United States,Indian Master of Engineering degree,indian master of engineering degree,Master of Engineering,India,IN,South Asia,PG ENGINEERING,postgraduate,ME,1-2 years,PG ENGINEERING,alias,country_adjective,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005385,IND_USA,India + United States,Indian Master of Engineering qualification,indian master of engineering qualification,Master of Engineering,India,IN,South Asia,PG ENGINEERING,postgraduate,ME,1-2 years,PG ENGINEERING,alias,country_adjective,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005386,IND_USA,India + United States,Indian Master of Engineering (India),indian master of engineering india,Master of Engineering,India,IN,South Asia,PG ENGINEERING,postgraduate,ME,1-2 years,PG ENGINEERING,alias,country_adjective,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005387,IND_USA,India + United States,Indian Master of Engineering (IN),indian master of engineering in,Master of Engineering,India,IN,South Asia,PG ENGINEERING,postgraduate,ME,1-2 years,PG ENGINEERING,alias,country_adjective,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005388,IND_USA,India + United States,Indian Master of Engineering (1-2 years),indian master of engineering 1 2 years,Master of Engineering,India,IN,South Asia,PG ENGINEERING,postgraduate,ME,1-2 years,PG ENGINEERING,alias,country_adjective,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005389,IND_USA,India + United States,India Master of Engineering,india master of engineering,Master of Engineering,India,IN,South Asia,PG ENGINEERING,postgraduate,ME,1-2 years,PG ENGINEERING,alias,country_name,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005390,IND_USA,India + United States,India Master of Engineering degree,india master of engineering degree,Master of Engineering,India,IN,South Asia,PG ENGINEERING,postgraduate,ME,1-2 years,PG ENGINEERING,alias,country_name,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005391,IND_USA,India + United States,India Master of Engineering qualification,india master of engineering qualification,Master of Engineering,India,IN,South Asia,PG ENGINEERING,postgraduate,ME,1-2 years,PG ENGINEERING,alias,country_name,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005392,IND_USA,India + United States,India Master of Engineering (India),india master of engineering india,Master of Engineering,India,IN,South Asia,PG ENGINEERING,postgraduate,ME,1-2 years,PG ENGINEERING,alias,country_name,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005393,IND_USA,India + United States,India Master of Engineering (IN),india master of engineering in,Master of Engineering,India,IN,South Asia,PG ENGINEERING,postgraduate,ME,1-2 years,PG ENGINEERING,alias,country_name,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005394,IND_USA,India + United States,India Master of Engineering (1-2 years),india master of engineering 1 2 years,Master of Engineering,India,IN,South Asia,PG ENGINEERING,postgraduate,ME,1-2 years,PG ENGINEERING,alias,country_name,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005395,IND_USA,India + United States,IN Master of Engineering,in master of engineering,Master of Engineering,India,IN,South Asia,PG ENGINEERING,postgraduate,ME,1-2 years,PG ENGINEERING,alias,country_code,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005396,IND_USA,India + United States,IN Master of Engineering degree,in master of engineering degree,Master of Engineering,India,IN,South Asia,PG ENGINEERING,postgraduate,ME,1-2 years,PG ENGINEERING,alias,country_code,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005397,IND_USA,India + United States,IN Master of Engineering qualification,in master of engineering qualification,Master of Engineering,India,IN,South Asia,PG ENGINEERING,postgraduate,ME,1-2 years,PG ENGINEERING,alias,country_code,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005398,IND_USA,India + United States,IN Master of Engineering (India),in master of engineering india,Master of Engineering,India,IN,South Asia,PG ENGINEERING,postgraduate,ME,1-2 years,PG ENGINEERING,alias,country_code,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005399,IND_USA,India + United States,IN Master of Engineering (IN),in master of engineering in,Master of Engineering,India,IN,South Asia,PG ENGINEERING,postgraduate,ME,1-2 years,PG ENGINEERING,alias,country_code,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005400,IND_USA,India + United States,IN Master of Engineering (1-2 years),in master of engineering 1 2 years,Master of Engineering,India,IN,South Asia,PG ENGINEERING,postgraduate,ME,1-2 years,PG ENGINEERING,alias,country_code,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005401,IND_USA,India + United States,ME,me,Master of Engineering,India,IN,South Asia,PG ENGINEERING,postgraduate,ME,1-2 years,PG ENGINEERING,alias,none,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,true,false,2
IND_USA-005402,IND_USA,India + United States,ME degree,me degree,Master of Engineering,India,IN,South Asia,PG ENGINEERING,postgraduate,ME,1-2 years,PG ENGINEERING,alias,none,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,true,false,2
IND_USA-005403,IND_USA,India + United States,ME qualification,me qualification,Master of Engineering,India,IN,South Asia,PG ENGINEERING,postgraduate,ME,1-2 years,PG ENGINEERING,alias,none,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,true,false,2
IND_USA-005404,IND_USA,India + United States,ME (India),me india,Master of Engineering,India,IN,South Asia,PG ENGINEERING,postgraduate,ME,1-2 years,PG ENGINEERING,alias,none,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005405,IND_USA,India + United States,ME (IN),me in,Master of Engineering,India,IN,South Asia,PG ENGINEERING,postgraduate,ME,1-2 years,PG ENGINEERING,alias,none,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005406,IND_USA,India + United States,ME (1-2 years),me 1 2 years,Master of Engineering,India,IN,South Asia,PG ENGINEERING,postgraduate,ME,1-2 years,PG ENGINEERING,alias,none,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,true,false,2
IND_USA-005407,IND_USA,India + United States,Indian ME,indian me,Master of Engineering,India,IN,South Asia,PG ENGINEERING,postgraduate,ME,1-2 years,PG ENGINEERING,alias,country_adjective,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005408,IND_USA,India + United States,Indian ME degree,indian me degree,Master of Engineering,India,IN,South Asia,PG ENGINEERING,postgraduate,ME,1-2 years,PG ENGINEERING,alias,country_adjective,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-005409,IND_USA,India + United States,Indian ME qualification,indian me qualification,Master of Engineering,India,IN,South Asia,PG ENGINEERING,postgraduate,ME,1-2 years,PG ENGINEERING,alias,country_adjective,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
