expected_label,predicted_label,count,is_correct
Master of Science,US ScM qualification,1,False
Master of Science,United States M S,1,False
Master of Science,United States M S degree,1,False
Master of Science,United States M S qualification,1,False
Master of Science,United States S C M,1,False
Master of Science,United States S C M degree,1,False
Master of Science,United States S M,1,False
Master of Science,United States S M degree,1,False
Master of Science,United States S M qualification,1,False
Master of Science,United States SM,1,False
Master of Science,United States SM degree,1,False
Master of Science,United States SM qualification,1,False
Master of Science,United States ScM,1,False
Master of Science,United States ScM degree,1,False
Master of Science,United States ScM qualification,1,False
Master of Social Work,M S W degree,1,False
Master of Social Work,M S W qualification,1,False
Master of Social Work,MSW degree,1,False
Master of Social Work,MSW qualification,1,False
Master of Social Work,Master of Social Work degree,1,False
Master of Social Work,US M S W degree,1,False
Master of Social Work,US M S W qualification,1,False
Master of Social Work,US MSW,1,False
Master of Social Work,US MSW degree,1,False
Master of Social Work,US MSW qualification,1,False
Master of Social Work,US Master of Social Work,1,False
Master of Social Work,US Master of Social Work degree,1,False
Master of Social Work,United States M S W,1,False
Master of Social Work,United States M S W degree,1,False
Master of Social Work,United States MSW,1,False
Master of Social Work,United States MSW degree,1,False
Master of Social Work,United States MSW qualification,1,False
Master of Technology,IN M T E C H,1,False
Master of Technology,IN M T E C H degree,1,False
Master of Technology,IN M T E C H qualification,1,False
Master of Technology,IN M Tech qualification,1,False
Master of Technology,IN M.Tech Hons degree,1,False
Master of Technology,IN M.Tech Hons qualification,1,False
Master of Technology,IN MASTERENGG,1,False
Master of Technology,IN MASTERENGG degree,1,False
Master of Technology,IN MASTERENGG qualification,1,False
Master of Technology,IN MTECHHONS degree,1,False
Master of Technology,IN MTECHHONS qualification,1,False
Master of Technology,IN Master Bacheler,1,False
Master of Technology,IN Master Bacheler degree,1,False
Master of Technology,IN Master Bachellor degree,1,False
Master of Technology,IN Master Engg qualification,1,False
Master of Technology,India M T E C H,1,False
Master of Technology,India M T E C H degree,1,False
Master of Technology,India M T E C H qualification,1,False
Master of Technology,India M Tech degree,1,False
Master of Technology,India M Tech qualification,1,False
Master of Technology,India M.Tech Hons degree,1,False
Master of Technology,India M.Tech Hons qualification,1,False
Master of Technology,India MASTERENGG,1,False
Master of Technology,India MASTERENGG degree,1,False
Master of Technology,India MASTERENGG qualification,1,False
Master of Technology,India MTECHHONS,1,False
Master of Technology,India MTECHHONS degree,1,False
Master of Technology,India MTECHHONS qualification,1,False
Master of Technology,India Master Bacheler,1,False
Master of Technology,India Master Bacheler degree,1,False
Master of Technology,India Master Bachellor,1,False
Master of Technology,India Master Bachellor degree,1,False
Master of Technology,India Master Engg degree,1,False
Master of Technology,India Master Engg qualification,1,False
Master of Technology,Indian M T E C H,1,False
Master of Technology,Indian M T E C H degree,1,False
Master of Technology,Indian M T E C H qualification,1,False
Master of Technology,Indian M Tech degree,1,False
Master of Technology,Indian M Tech qualification,1,False
Master of Technology,Indian M.Tech Hons degree,1,False
Master of Technology,Indian MASTERENGG,1,False
Master of Technology,Indian MASTERENGG degree,1,False
Master of Technology,Indian MASTERENGG qualification,1,False
Master of Technology,Indian MTECHHONS,1,False
Master of Technology,Indian MTECHHONS degree,1,False
Master of Technology,Indian MTECHHONS qualification,1,False
Master of Technology,Indian Master Bacheler,1,False
Master of Technology,Indian Master Bacheler degree,1,False
Master of Technology,Indian Master Bachellor,1,False
Master of Technology,Indian Master Bachellor degree,1,False
Master of Technology,Indian Master Engg degree,1,False
Master of Technology,M T E C H qualification,1,False
Master of Technology,M Tech qualification,1,False
Master of Technology,M.Tech Hons qualification,1,False
Master of Technology,MASTERENGG,1,False
Master of Technology,MASTERENGG degree,1,False
Master of Technology,MASTERENGG qualification,1,False
Master of Technology,MTECHHONS degree,1,False
Master of Technology,MTECHHONS qualification,1,False
Master of Technology,Master Bacheler,1,False
Master of Technology,Master Bacheler degree,1,False
Master of Technology,Master Bacheler qualification,1,False
Master of Technology,Master Bachellor degree,1,False
Master of Technology,Master Engg qualification,1,False
Post Graduate Diploma,IN P G D,1,False
Post Graduate Diploma,IN P G D B A,1,False
Post Graduate Diploma,IN P G D B A degree,1,False
Post Graduate Diploma,IN P G D B A qualification,1,False
Post Graduate Diploma,IN P G D B M degree,1,False
Post Graduate Diploma,IN P G D B M qualification,1,False
Post Graduate Diploma,IN P G D I P,1,False
Post Graduate Diploma,IN P G D I P degree,1,False
Post Graduate Diploma,IN P G D I P qualification,1,False
Post Graduate Diploma,IN P G D degree,1,False
Post Graduate Diploma,IN P G D qualification,1,False
Post Graduate Diploma,IN P.G.D.I.P. qualification,1,False
Post Graduate Diploma,IN PGDBAHONS degree,1,False
Post Graduate Diploma,IN PGDBAHONS qualification,1,False
Post Graduate Diploma,IN PGDBM qualification,1,False
Post Graduate Diploma,IN PGDBMHONS degree,1,False
Post Graduate Diploma,IN PGDBMHONS qualification,1,False
Post Graduate Diploma,IN PGDHONS,1,False
Post Graduate Diploma,IN PGDHONS degree,1,False
Post Graduate Diploma,IN PGDHONS qualification,1,False
Post Graduate Diploma,IN PGDIPHONS degree,1,False
Post Graduate Diploma,IN PGDIPHONS qualification,1,False
Post Graduate Diploma,India P G D,1,False
Post Graduate Diploma,India P G D B A,1,False
Post Graduate Diploma,India P G D B A degree,1,False
Post Graduate Diploma,India P G D B A qualification,1,False
Post Graduate Diploma,India P G D B M,1,False
Post Graduate Diploma,India P G D B M degree,1,False
Post Graduate Diploma,India P G D B M qualification,1,False
Post Graduate Diploma,India P G D I P,1,False
Post Graduate Diploma,India P G D I P degree,1,False
Post Graduate Diploma,India P G D I P qualification,1,False
Post Graduate Diploma,India P G D degree,1,False
Post Graduate Diploma,India P G D qualification,1,False
Post Graduate Diploma,India P.G.D.I.P. degree,1,False
Post Graduate Diploma,India P.G.D.I.P. qualification,1,False
Post Graduate Diploma,India PGDBAHONS,1,False
Post Graduate Diploma,India PGDBAHONS degree,1,False
Post Graduate Diploma,India PGDBAHONS qualification,1,False
Post Graduate Diploma,India PGDBM degree,1,False
Post Graduate Diploma,India PGDBM qualification,1,False
Post Graduate Diploma,India PGDBMHONS,1,False
Post Graduate Diploma,India PGDBMHONS degree,1,False
Post Graduate Diploma,India PGDBMHONS qualification,1,False
Post Graduate Diploma,India PGDHONS,1,False
Post Graduate Diploma,India PGDHONS degree,1,False
Post Graduate Diploma,India PGDHONS qualification,1,False
Post Graduate Diploma,India PGDIPHONS,1,False
Post Graduate Diploma,India PGDIPHONS degree,1,False
Post Graduate Diploma,India PGDIPHONS qualification,1,False
Post Graduate Diploma,India PGDIPLOMA qualification,1,False
Post Graduate Diploma,Indian P G D,1,False
Post Graduate Diploma,Indian P G D B A,1,False
Post Graduate Diploma,Indian P G D B A degree,1,False
Post Graduate Diploma,Indian P G D B A qualification,1,False
Post Graduate Diploma,Indian P G D B M,1,False
Post Graduate Diploma,Indian P G D B M degree,1,False
Post Graduate Diploma,Indian P G D B M qualification,1,False
Post Graduate Diploma,Indian P G D I P,1,False
Post Graduate Diploma,Indian P G D I P degree,1,False
Post Graduate Diploma,Indian P G D I P qualification,1,False
Post Graduate Diploma,Indian P G D degree,1,False
Post Graduate Diploma,Indian P G D qualification,1,False
Post Graduate Diploma,Indian P.G.D.I.P. degree,1,False
Post Graduate Diploma,Indian P.G.D.I.P. qualification,1,False
Post Graduate Diploma,Indian PGDBAHONS,1,False
Post Graduate Diploma,Indian PGDBAHONS degree,1,False
Post Graduate Diploma,Indian PGDBAHONS qualification,1,False
Post Graduate Diploma,Indian PGDBM degree,1,False
Post Graduate Diploma,Indian PGDBM qualification,1,False
Post Graduate Diploma,Indian PGDBMHONS,1,False
Post Graduate Diploma,Indian PGDBMHONS degree,1,False
Post Graduate Diploma,Indian PGDBMHONS qualification,1,False
Post Graduate Diploma,Indian PGDHONS,1,False
Post Graduate Diploma,Indian PGDHONS degree,1,False
Post Graduate Diploma,Indian PGDHONS qualification,1,False
Post Graduate Diploma,Indian PGDIPHONS,1,False
Post Graduate Diploma,Indian PGDIPHONS degree,1,False
Post Graduate Diploma,Indian PGDIPHONS qualification,1,False
Post Graduate Diploma,Indian PGDIPLOMA qualification,1,False
Post Graduate Diploma,P G D B A qualification,1,False
Post Graduate Diploma,P G D B M degree,1,False
Post Graduate Diploma,P G D B M qualification,1,False
Post Graduate Diploma,P G D I P,1,False
Post Graduate Diploma,P G D I P degree,1,False
Post Graduate Diploma,P G D I P qualification,1,False
Post Graduate Diploma,P G D qualification,1,False
Post Graduate Diploma,P.G.D.I.P. qualification,1,False
Post Graduate Diploma,PGDBAHONS degree,1,False
Post Graduate Diploma,PGDBAHONS qualification,1,False
Post Graduate Diploma,PGDBM qualification,1,False
Post Graduate Diploma,PGDBMHONS degree,1,False
Post Graduate Diploma,PGDBMHONS qualification,1,False
Post Graduate Diploma,PGDHONS,1,False
Post Graduate Diploma,PGDHONS degree,1,False
Post Graduate Diploma,PGDHONS qualification,1,False
Post Graduate Diploma,PGDIPHONS degree,1,False
Post Graduate Diploma,PGDIPHONS qualification,1,False
Post Graduate Diploma,Post Grad Diploma qualification,1,False
Bachelor of Engineering,Bachelor of Engineering,526,True
Bachelor of Technology,Bachelor of Technology,466,True
Post Graduate Diploma,Post Graduate Diploma,414,True
Doctor of Philosophy,Doctor of Philosophy,324,True
12th Standard,12th Standard,278,True
Bachelor of Science,Bachelor of Science,264,True
Bachelor of Arts,Bachelor of Arts,259,True
10th Standard,10th Standard,228,True
Bachelor of Commerce,Bachelor of Commerce,228,True
Bachelor of Business Administration,Bachelor of Business Administration,202,True
Master of Science,Master of Science,196,True
Master of Engineering,Master of Engineering,193,True
Master of Business Administration,Master of Business Administration,184,True
Diploma in Engineering,Diploma in Engineering,177,True
Bachelor of Computer Applications,Bachelor of Computer Applications,173,True
Master of Commerce,Master of Commerce,159,True
Master of Technology,Master of Technology,159,True
Master of Computer Applications,Master of Computer Applications,152,True
Master of Arts,Master of Arts,144,True
Bachelor of Architecture,Bachelor of Architecture,25,True
Doctor of Education,Doctor of Education,1,True
Doctor of Medicine,Doctor of Medicine,1,True
General Educational Development,General Educational Development,1,True
Juris Doctor,Juris Doctor,1,True
