raw_input,expected_degree,predicted_degree,expected_field,predicted_field,status,layer_used,confidence,fuzzy_score,error_category
Currently pursuing Master of Business Administration (Hons) with specialization in Global Business at University of Mumbai.,Master of Business Administration,Bachelor of Engineering,International Business,,review_needed,L2,0.7563,75.6,wrong_degree_and_field
Rohan holds a Master of Business Administration Hons degree in globalbusiness.,Master of Business Administration,Bachelor of Engineering,International Business,,review_needed,L2,0.7892,78.9,wrong_degree_and_field
"Education: M B A , internationalbusiness, Pune University, batch of 2021.",Master of Business Administration,,International Business,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
EMBA (Hons) - IB - IIM Ahmedabad - 2023,Master of Business Administration,Master of Business Administration,International Business,,resolved,L1,1.0,100,wrong_field
I completed my Master of Business Administration (Hons) in entrepreneurship from University of Mumbai in 2019.,Master of Business Administration,Master of Business Administration,Entrepreneurship,,review_needed,L2,0.8753,87.5,wrong_field
Currently pursuing Master of Business Administration Hons with specialization in Entrepreneurship at Anna University.,Master of Business Administration,Bachelor of Engineering,Entrepreneurship,,review_needed,L2,0.7563,75.6,wrong_degree_and_field
Aarav holds a M B A  degree in startupmanagement.,Master of Business Administration,Master of Business Administration,Entrepreneurship,,review_needed,L3,0.72,72.0,wrong_field
"Education: MBA, Startup Management, Amity University, batch of 2022.",Master of Business Administration,Master of Business Administration,Entrepreneurship,,review_needed,L3,0.75,75.0,wrong_field
Graduate of IIM Ahmedabad; qualification EMBA (Hons) (entrepreneurshipandinnovation).,Master of Business Administration,Master of Business Administration,Entrepreneurship,,review_needed,L3,0.75,75.0,wrong_field
MASTER OF BUSINESS ADMINISTRATION - Entrepreneurship & Innovation - Jadavpur University - 2024,Master of Business Administration,Master of Business Administration,Entrepreneurship,,resolved,L1,1.0,100,wrong_field
I completed my Master of Business Administration Hons in financeandbanking from Anna University in 2020.,Master of Business Administration,Master of Business Administration,Banking and Finance,,review_needed,L2,0.8753,87.5,wrong_field
Ananya holds a MBA degree in bankingandfinance.,Master of Business Administration,Master of Business Administration,Banking and Finance,,review_needed,L3,0.75,75.0,wrong_field
"Education: EMBA (Hons), Banking & Finance, IIM Ahmedabad, batch of 2023.",Master of Business Administration,Master of Business Administration,Banking and Finance,,review_needed,L3,0.75,75.0,wrong_field
Graduate of Jadavpur University; qualification MASTER OF BUSINESS ADMINISTRATION (Banking and Finance).,Master of Business Administration,Bachelor of Engineering,Banking and Finance,Banking and Finance,review_needed,L2,0.736,73.6,wrong_degree
pgdm - banking - VIT Vellore - 2025,Master of Business Administration,Post Graduate Diploma,Banking and Finance,,resolved,L1,1.0,100,wrong_degree_and_field
I completed my MasterofCommerce in Commerce from Pune University in 2021.,Master of Commerce,Master of Commerce,Commerce,,fuzzy_matched,L2,0.8883,88.8,wrong_field
Currently pursuing master of commerce with specialization in commerce at Amity University.,Master of Commerce,master of commerce,Commerce,,review_needed,L3,0.62,62.0,wrong_degree_and_field
"Education: M Com, businessstudies, Jadavpur University, batch of 2024.",Master of Commerce,,Commerce,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of VIT Vellore; qualification Master of Commerce Hons (Commerce).,Master of Commerce,Master of Science,Commerce,Commerce,review_needed,L3,0.5,50.0,wrong_degree
M.Com Hons - commerce - Manipal University - 2026,Master of Commerce,Master of Commerce,Commerce,,resolved,L1,1.0,100,wrong_field
I completed my master of commerce in Accounts from Amity University in 2022.,Master of Commerce,Master of Commerce,Accounting,,fuzzy_matched,L2,0.8971,89.7,wrong_field
Currently pursuing M.Com (Hons) with specialization in financialaccounting at IIM Ahmedabad.,Master of Commerce,with specialization,Accounting,,review_needed,L3,0.62,62.0,wrong_degree_and_field
"Education: Master of Commerce Hons, Cost Accounting, VIT Vellore, batch of 2025.",Master of Commerce,Master of Commerce,Accounting,,fuzzy_matched,L2,0.9181,91.8,wrong_field
Graduate of Manipal University; qualification M.Com Hons (costaccounting).,Master of Commerce,,Accounting,,review_needed,L3,0.35,35.0,wrong_degree_and_field
mcom - accounting - IIT Delhi - 2016,Master of Commerce,Master of Commerce,Accounting,,resolved,L1,1.0,100,wrong_field
I completed my M.Com (Hons) in Financial Management from IIM Ahmedabad in 2023.,Master of Commerce,,Finance,Finance,review_needed,L3,0.35,35.0,wrong_degree
Currently pursuing M Com with specialization in financialmanagement at Jadavpur University.,Master of Commerce,Master of Commerce,Finance,,review_needed,L3,0.72,72.0,wrong_field
Neha holds a Master of Commerce Hons degree in financeandaccounts.,Master of Commerce,Master of Commerce,Finance,,review_needed,L2,0.875,87.5,wrong_field
"Education: M.Com Hons, Finance & Accounts, Manipal University, batch of 2026.",Master of Commerce,,Finance,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of IIT Delhi; qualification mcom (corporatefinance).,Master of Commerce,Master of Commerce,Finance,,review_needed,L3,0.75,75.0,wrong_field
M. Com (Hons) - Corporate Finance - Delhi University - 2017,Master of Commerce,Master of Commerce,Finance,,resolved,L1,1.0,100,wrong_field
Currently pursuing Master of Commerce Hons with specialization in banking at VIT Vellore.,Master of Commerce,Master of Commerce Hons,Banking and Finance,,review_needed,L3,0.62,62.0,wrong_degree_and_field
"Education: mcom, financeandbanking, IIT Delhi, batch of 2016.",Master of Commerce,Master of Commerce,Banking and Finance,,review_needed,L3,0.75,75.0,wrong_field
Graduate of Delhi University; qualification M. Com (Hons) (Finance & Banking).,Master of Commerce,,Banking and Finance,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
M.COM - bankingandfinance - University of Mumbai - 2018,Master of Commerce,Master of Commerce,Banking and Finance,,resolved,L1,1.0,100,wrong_field
I completed my m. a. in appliedeconomics from VIT Vellore in 2025.,Master of Arts,Master of Arts,Economics,,review_needed,L3,0.72,72.0,wrong_field
"Education: MasterofArts, businesseconomics, Delhi University, batch of 2017.",Master of Arts,Master of Arts,Economics,,fuzzy_matched,L2,0.89,89.0,wrong_field
Graduate of University of Mumbai; qualification m.a. (Economics).,Master of Arts,Master of Science,Economics,Economics,review_needed,L3,0.5,50.0,wrong_degree
M. A. Hons - economics - Anna University - 2019,Master of Arts,Master of Arts,Economics,,resolved,L1,1.0,100,wrong_field
I completed my MA in organizationalbehaviour from Manipal University in 2026.,Master of Arts,Master of Arts,Psychology,,review_needed,L3,0.75,75.0,wrong_field
Rohan holds a MasterofArts degree in Psychology.,Master of Arts,MasterofArts degree,Psychology,Psychology,review_needed,L3,0.62,62.0,wrong_degree
"Education: m.a., Psych, University of Mumbai, batch of 2018.",Master of Arts,Master of Science,Psychology,,review_needed,L3,0.5,50.0,wrong_degree_and_field
Graduate of Anna University; qualification M. A. Hons (psych).,Master of Arts,,Psychology,Psychology,review_needed,L3,0.35,35.0,wrong_degree
M A  - appliedpsychology - Pune University - 2020,Master of Arts,Master of Arts,Psychology,,resolved,L1,1.0,100,wrong_field
I completed my M A in socialwork from IIT Delhi in 2016.,Master of Arts,Master of Arts,Sociology,,review_needed,L3,0.72,72.0,wrong_field
Currently pursuing MasterofArts with specialization in Social Work at Delhi University.,Master of Arts,MasterofArts,Sociology,Sociology,review_needed,L3,0.62,62.0,wrong_degree
"Education: M. A. Hons, sociology, Anna University, batch of 2019.",Master of Arts,,Sociology,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Pune University; qualification M A  (socialwork).,Master of Arts,,Sociology,,review_needed,L3,0.35,35.0,wrong_degree_and_field
MA - Social Work - Amity University - 2021,Master of Arts,Master of Arts,Sociology,,resolved,L1,1.0,100,wrong_field
I completed my MasterofArts in polscience from Delhi University in 2017.,Master of Arts,MasterofArts,Political Science,,review_needed,L3,0.62,62.0,wrong_degree_and_field
"Education: M A , politicalscience, Pune University, batch of 2020.",Master of Arts,,Political Science,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Master of Arts - Pol Science - IIM Ahmedabad - 2022,Master of Arts,Master of Arts,Political Science,,resolved,L1,1.0,100,wrong_field
"Education: MA, history, Amity University, batch of 2021.",Master of Arts,Master of Arts,History,,review_needed,L3,0.75,75.0,wrong_field
Graduate of IIM Ahmedabad; qualification Master of Arts (History).,Master of Arts,Master of Science,History,History,review_needed,L3,0.5,50.0,wrong_degree
M. A. - history - Jadavpur University - 2023,Master of Arts,Master of Arts,History,,resolved,L1,1.0,100,wrong_field
"Education: Master of Arts, Geography, IIM Ahmedabad, batch of 2022.",Master of Arts,Master of Arts,Geography,,fuzzy_matched,L2,0.9013,90.1,wrong_field
Graduate of Jadavpur University; qualification M. A. (geography).,Master of Arts,,Geography,Geography,review_needed,L3,0.35,35.0,wrong_degree
Master of Arts - geo - VIT Vellore - 2024,Master of Arts,Master of Arts,Geography,,resolved,L1,1.0,100,wrong_field
I completed my M A  in englishliterature from Pune University in 2020.,Master of Arts,Master of Arts,English,,review_needed,L3,0.72,72.0,wrong_field
"Education: M. A., englishlangandlit, Jadavpur University, batch of 2023.",Master of Arts,,English,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of VIT Vellore; qualification Master of Arts (English Language).,Master of Arts,Master of Science,English,English,review_needed,L3,0.5,50.0,wrong_degree
M  A  - englishlanguage - Manipal University - 2025,Master of Arts,Master of Arts,English,,resolved,L1,1.0,100,wrong_field
I completed my MA in hindiliterature from Amity University in 2021.,Master of Arts,Master of Arts,Hindi,,review_needed,L3,0.75,75.0,wrong_field
Currently pursuing Master of Arts with specialization in Hindi at IIM Ahmedabad.,Master of Arts,Master of Arts,Hindi,,review_needed,L3,0.62,62.0,wrong_field
"Education: Master of Arts, Hindi Literature, VIT Vellore, batch of 2024.",Master of Arts,Master of Arts,Hindi,,fuzzy_matched,L2,0.9013,90.1,wrong_field
Graduate of Manipal University; qualification M  A  (hindiliterature).,Master of Arts,,Hindi,,review_needed,L3,0.35,35.0,wrong_degree_and_field
MA (Hons) - Hindi - IIT Delhi - 2026,Master of Arts,Master of Arts,Hindi,,resolved,L1,1.0,100,wrong_field
I completed my Master of Arts in journalism from IIM Ahmedabad in 2022.,Master of Arts,Master of Arts,Mass Communication,,review_needed,L3,0.62,62.0,wrong_field
"Education: M  A , journalismandmasscommunication, Manipal University, batch of 2025.",Master of Arts,,Mass Communication,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of IIT Delhi; qualification MA (Hons) (jmc).,Master of Arts,Master of Arts,Mass Communication,,review_needed,L3,0.75,75.0,wrong_field
Master of Arts (Hons) - JMC - Delhi University - 2016,Master of Arts,Master of Arts,Mass Communication,,resolved,L1,1.0,100,wrong_field
Currently pursuing Master of Arts with specialization in pubadmin at VIT Vellore.,Master of Arts,Master of Arts,Public Administration,,review_needed,L3,0.62,62.0,wrong_field
"Education: MA (Hons), publicadministration, IIT Delhi, batch of 2026.",Master of Arts,Master of Arts,Public Administration,,review_needed,L3,0.75,75.0,wrong_field
Graduate of Delhi University; qualification Master of Arts (Hons) (Public Administration).,Master of Arts,Master of Science,Public Administration,,review_needed,L3,0.5,50.0,wrong_degree_and_field
M.A. - publicadmin - University of Mumbai - 2017,Master of Arts,Master of Arts,Public Administration,,resolved,L1,1.0,100,wrong_field
Aarav holds a DPhil degree in computerscience.,Doctor of Philosophy,Doctor of Philosophy,Computer Science and Engineering,,review_needed,L3,0.75,75.0,wrong_field
"Education: Ph.D (Hons), compscience, Delhi University, batch of 2016.",Doctor of Philosophy,Doctor of Philosophy,Computer Science and Engineering,,review_needed,L3,0.5,50.0,wrong_field
Ananya holds a Ph.D (Hons) degree in informationtech.,Doctor of Philosophy,Doctor of Philosophy,Information Technology,,review_needed,L3,0.72,72.0,wrong_field
"Education: Ph.D., informationtechnology, University of Mumbai, batch of 2017.",Doctor of Philosophy,Doctor of Philosophy,Information Technology,,review_needed,L3,0.5,50.0,wrong_field
Graduate of Anna University; qualification DoctorofPhilosophy (Information Science).,Doctor of Philosophy,,Information Technology,Information Technology,review_needed,L3,0.35,35.0,wrong_degree
PHD - informationscience - Pune University - 2019,Doctor of Philosophy,Doctor of Philosophy,Information Technology,,resolved,L1,1.0,100,wrong_field
Graduate of Pune University; qualification PHD (electronicsandcommunication).,Doctor of Philosophy,Doctor of Philosophy,Electronics and Communication Engineering,,review_needed,L3,0.75,75.0,wrong_field
Kabir holds a DoctorofPhilosophy degree in electrical.,Doctor of Philosophy,DoctorofPhilosophy degree,Electrical Engineering,Electrical Engineering,review_needed,L3,0.62,62.0,wrong_degree
Graduate of Amity University; qualification DOCTOR OF PHILOSOPHY (electengg).,Doctor of Philosophy,Doctor of Philosophy,Electrical Engineering,,review_needed,L2,0.7062,70.6,wrong_field
Currently pursuing DoctorofPhilosophy with specialization in mechanicalengg at Anna University.,Doctor of Philosophy,DoctorofPhilosophy,Mechanical Engineering,,review_needed,L3,0.62,62.0,wrong_degree_and_field
"Education: DOCTOR OF PHILOSOPHY, mechanicalengineering, Amity University, batch of 2020.",Doctor of Philosophy,Doctor of Philosophy,Mechanical Engineering,,fuzzy_matched,L2,0.9245,92.5,wrong_field
Graduate of IIM Ahmedabad; qualification Doctor of Philosophy Hons (me).,Doctor of Philosophy,,Mechanical Engineering,Mechanical Engineering,review_needed,L3,0.35,35.0,wrong_degree
Graduate of Jadavpur University; qualification Ph  D  (civilengg).,Doctor of Philosophy,,Civil Engineering,,review_needed,L3,0.35,35.0,wrong_degree_and_field
"Education: Ph  D , che, Jadavpur University, batch of 2022.",Doctor of Philosophy,,Chemical Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Doctor of Philosophy (Hons) - chemicalengineering - Manipal University - 2024,Doctor of Philosophy,Doctor of Philosophy,Chemical Engineering,,resolved,L1,1.0,100,wrong_field
I completed my DOCTOR OF PHILOSOPHY in aeroengg from Amity University in 2020.,Doctor of Philosophy,Doctor of Philosophy,Aerospace Engineering,,review_needed,L2,0.7785,77.8,wrong_field
Currently pursuing Doctor of Philosophy Hons with specialization in aeronauticalengineering at IIM Ahmedabad.,Doctor of Philosophy,Doctor of Philosophy,Aerospace Engineering,,review_needed,L2,0.7166,71.7,wrong_field
"Education: PH.D, aerospaceengg, VIT Vellore, batch of 2023.",Doctor of Philosophy,Doctor of Philosophy,Aerospace Engineering,,review_needed,L3,0.5,50.0,wrong_field
Graduate of Manipal University; qualification Doctor of Philosophy (Hons) (Aerospace Engg).,Doctor of Philosophy,,Aerospace Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
"Education: Doctor of Philosophy (Hons), biotechnologyengg, Manipal University, batch of 2024.",Doctor of Philosophy,,Biotechnology Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of IIT Delhi; qualification doctor of philosophy (biotechengg).,Doctor of Philosophy,Doctor of Philosophy,Biotechnology Engineering,,review_needed,L2,0.7051,70.5,wrong_field
PHD - aiandml - University of Mumbai - 2016,Doctor of Philosophy,Doctor of Philosophy,Artificial Intelligence and Machine Learning,,resolved,L1,1.0,100,wrong_field
I completed my PH.D in datascienceandanalytics from VIT Vellore in 2023.,Doctor of Philosophy,Doctor of Philosophy,Data Science,,review_needed,L3,0.72,72.0,wrong_field
"Education: phd, datasc, Delhi University, batch of 2026.",Doctor of Philosophy,Doctor of Philosophy,Data Science,,review_needed,L3,0.75,75.0,wrong_field
Graduate of University of Mumbai; qualification PHD (datascience).,Doctor of Philosophy,Doctor of Philosophy,Data Science,,review_needed,L3,0.75,75.0,wrong_field
I completed my Doctor of Philosophy (Hons) in informationsecurity from Manipal University in 2024.,Doctor of Philosophy,Doctor of Philosophy,Cybersecurity,,review_needed,L2,0.7785,77.8,wrong_field
Graduate of Anna University; qualification Doctor of Philosophy (InfoSec).,Doctor of Philosophy,,Cybersecurity,Cybersecurity,review_needed,L3,0.35,35.0,wrong_degree
Graduate of Pune University; qualification PH. D. (softwareengg).,Doctor of Philosophy,,Software Engineering,Software Engineering,review_needed,L3,0.35,35.0,wrong_degree
DPhil Hons - softwareengineering - Amity University - 2019,Doctor of Philosophy,Doctor of Philosophy,Software Engineering,,resolved,L1,1.0,100,wrong_field
"Education: PH. D., Instrumentation Engineering, Pune University, batch of 2018.",Doctor of Philosophy,,Instrumentation Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Amity University; qualification DPhil Hons (instrumentationengg).,Doctor of Philosophy,Doctor of Philosophy,Instrumentation Engineering,,review_needed,L3,0.75,75.0,wrong_field
Currently pursuing Doctor of Philosophy with specialization in productionengg at Anna University.,Doctor of Philosophy,Doctor of Philosophy,Production Engineering,,review_needed,L2,0.7166,71.7,wrong_field
Graduate of IIM Ahmedabad; qualification Ph. D. Hons (Manufacturing).,Doctor of Philosophy,,Production Engineering,Production Engineering,review_needed,L3,0.35,35.0,wrong_degree
Ph D - manufacturingengg - Jadavpur University - 2021,Doctor of Philosophy,Doctor of Philosophy,Production Engineering,,resolved,L1,1.0,100,wrong_field
"Education: Ph. D. Hons, miningengg, IIM Ahmedabad, batch of 2020.",Doctor of Philosophy,,Mining Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Jadavpur University; qualification Ph D (miningengineering).,Doctor of Philosophy,,Mining Engineering,,review_needed,L3,0.35,35.0,wrong_degree_and_field
Aarav holds a Ph. D. Hons degree in metallurgicalengg.,Doctor of Philosophy,Doctor of Philosophy,Metallurgical Engineering,,review_needed,L3,0.72,72.0,wrong_field
"Education: Ph D, materialsscience, Jadavpur University, batch of 2021.",Doctor of Philosophy,,Metallurgical Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
"Education: DPHIL, environmentalengg, VIT Vellore, batch of 2022.",Doctor of Philosophy,Doctor of Philosophy,Environmental Engineering,,review_needed,L3,0.75,75.0,wrong_field
Graduate of Manipal University; qualification ph.d (environmentalengineering).,Doctor of Philosophy,Doctor of Philosophy,Environmental Engineering,,review_needed,L3,0.5,50.0,wrong_field
Doctor of Philosophy - environmentengineering - IIT Delhi - 2024,Doctor of Philosophy,Doctor of Philosophy,Environmental Engineering,,resolved,L1,1.0,100,wrong_field
Riya holds a DPHIL degree in textileengg.,Doctor of Philosophy,Doctor of Philosophy,Textile Engineering,,review_needed,L3,0.75,75.0,wrong_field
I completed my Ph D in foodtech from Jadavpur University in 2021.,Doctor of Philosophy,Doctor of Philosophy,Food Technology,,review_needed,L3,0.72,72.0,wrong_field
Kabir holds a ph.d degree in foodtechnology.,Doctor of Philosophy,Doctor of Philosophy,Food Technology,,review_needed,L3,0.72,72.0,wrong_field
"Education: Doctor of Philosophy, foodscience, IIT Delhi, batch of 2024.",Doctor of Philosophy,Doctor of Philosophy,Food Technology,,fuzzy_matched,L2,0.9245,92.5,wrong_field
Graduate of Delhi University; qualification Ph. D. (Hons) (Food Science).,Doctor of Philosophy,,Food Technology,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Ph.D Hons - foodscienceandtechnology - University of Mumbai - 2026,Doctor of Philosophy,Doctor of Philosophy,Food Technology,,resolved,L1,1.0,100,wrong_field
"Education: Ph. D. (Hons), appliedphysics, Delhi University, batch of 2025.",Doctor of Philosophy,,Physics,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of University of Mumbai; qualification Ph.D Hons (engineeringphysics).,Doctor of Philosophy,Doctor of Philosophy,Physics,,review_needed,L3,0.5,50.0,wrong_field
I completed my ph.d in chem from Manipal University in 2023.,Doctor of Philosophy,Doctor of Philosophy,Chemistry,Chemical Engineering,review_needed,L3,0.72,72.0,wrong_field
Currently pursuing Doctor of Philosophy with specialization in appliedchemistry at IIT Delhi.,Doctor of Philosophy,Doctor of Philosophy,Chemistry,,review_needed,L2,0.7166,71.7,wrong_field
"Education: Ph.D Hons, industrialchemistry, University of Mumbai, batch of 2026.",Doctor of Philosophy,Doctor of Philosophy,Chemistry,,review_needed,L3,0.5,50.0,wrong_field
PhD (Hons) - Chemistry - Pune University - 2017,Doctor of Philosophy,Doctor of Philosophy,Chemistry,,resolved,L1,1.0,100,wrong_field
I completed my Doctor of Philosophy in puremathematics from IIT Delhi in 2024.,Doctor of Philosophy,Doctor of Philosophy,Mathematics,,review_needed,L2,0.7785,77.8,wrong_field
Currently pursuing Ph. D. (Hons) with specialization in Pure Mathematics at Delhi University.,Doctor of Philosophy,with specialization,Mathematics,Mathematics,review_needed,L3,0.62,62.0,wrong_degree
Isha holds a Ph.D Hons degree in statsandmaths.,Doctor of Philosophy,Doctor of Philosophy,Mathematics,,review_needed,L3,0.72,72.0,wrong_field
Graduate of Pune University; qualification PhD (Hons) (Mathematics).,Doctor of Philosophy,Doctor of Philosophy,Mathematics,,review_needed,L3,0.75,75.0,wrong_field
PHD Hons - mathematics - Amity University - 2018,Doctor of Philosophy,Doctor of Philosophy,Mathematics,,resolved,L1,1.0,100,wrong_field
I completed my Ph. D. (Hons) in appliedstatistics from Delhi University in 2025.,Doctor of Philosophy,,Statistics,,review_needed,L3,0.35,35.0,wrong_degree_and_field
Currently pursuing Ph.D Hons with specialization in statisticsanddatascience at University of Mumbai.,Doctor of Philosophy,Doctor of Philosophy,Statistics,,review_needed,L3,0.72,72.0,wrong_field
"Education: PhD (Hons), statistics, Pune University, batch of 2017.",Doctor of Philosophy,Doctor of Philosophy,Statistics,,review_needed,L3,0.75,75.0,wrong_field
I completed my Ph.D Hons in biologicalsciences from University of Mumbai in 2026.,Doctor of Philosophy,Doctor of Philosophy,Biology,,review_needed,L3,0.72,72.0,wrong_field
"Education: PHD Hons, Biology, Amity University, batch of 2018.",Doctor of Philosophy,Doctor of Philosophy,Biology,,review_needed,L3,0.75,75.0,wrong_field
"Education: Ph.D, microbiology, IIM Ahmedabad, batch of 2019.",Doctor of Philosophy,Doctor of Philosophy,Microbiology,,review_needed,L3,0.5,50.0,wrong_field
Graduate of VIT Vellore; qualification Ph. D. (biochem).,Doctor of Philosophy,,Biochemistry,Biochemistry,review_needed,L3,0.35,35.0,wrong_degree
"Education: Ph. D., computationalbiology, VIT Vellore, batch of 2021.",Doctor of Philosophy,,Bioinformatics,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Manipal University; qualification ph. d. (Computational Biology).,Doctor of Philosophy,,Bioinformatics,Bioinformatics,review_needed,L3,0.35,35.0,wrong_degree
PhD Hons - bioinformatics - IIT Delhi - 2023,Doctor of Philosophy,Doctor of Philosophy,Bioinformatics,,resolved,L1,1.0,100,wrong_field
"Education: ph. d., zoology, Manipal University, batch of 2022.",Doctor of Philosophy,,Zoology,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
"Education: PhD Hons, plantscience, IIT Delhi, batch of 2023.",Doctor of Philosophy,Doctor of Philosophy,Botany,,review_needed,L3,0.75,75.0,wrong_field
PhD - botany - University of Mumbai - 2025,Doctor of Philosophy,Doctor of Philosophy,Botany,,resolved,L1,1.0,100,wrong_field
Isha holds a PhD Hons degree in earthscience.,Doctor of Philosophy,Doctor of Philosophy,Geology,,review_needed,L3,0.75,75.0,wrong_field
DPhil - geology - Anna University - 2026,Doctor of Philosophy,Doctor of Philosophy,Geology,,resolved,L1,1.0,100,wrong_field
Currently pursuing PhD Hons with specialization in environmentalscience at IIT Delhi.,Doctor of Philosophy,Doctor of Philosophy,Environmental Science,,review_needed,L3,0.75,75.0,wrong_field
Graduate of Anna University; qualification DPhil (envscience).,Doctor of Philosophy,Doctor of Philosophy,Environmental Science,,review_needed,L3,0.75,75.0,wrong_field
Ph.D (Hons) - environmentalstudies - Pune University - 2016,Doctor of Philosophy,Doctor of Philosophy,Environmental Science,,resolved,L1,1.0,100,wrong_field
I completed my PhD Hons in computerapplication from IIT Delhi in 2023.,Doctor of Philosophy,Doctor of Philosophy,Computer Applications,,review_needed,L3,0.75,75.0,wrong_field
Aarav holds a PhD degree in computerapplications.,Doctor of Philosophy,Doctor of Philosophy,Computer Applications,,review_needed,L3,0.75,75.0,wrong_field
Ph.D. - compapplications - Amity University - 2017,Doctor of Philosophy,Doctor of Philosophy,Computer Applications,,resolved,L1,1.0,100,wrong_field
I completed my PHD (Hons) in computerscience(applications) from Delhi University in 2024.,Doctor of Philosophy,Doctor of Philosophy,Computer Science (Applications),,review_needed,L3,0.75,75.0,wrong_field
Ananya holds a DPhil degree in csapplications.,Doctor of Philosophy,Doctor of Philosophy,Computer Science (Applications),,review_needed,L3,0.75,75.0,wrong_field
"Education: Ph.D (Hons), computerscienceapplications, Pune University, batch of 2016.",Doctor of Philosophy,Doctor of Philosophy,Computer Science (Applications),,review_needed,L3,0.5,50.0,wrong_field
Currently pursuing DPhil with specialization in businessadmin at Anna University.,Doctor of Philosophy,Doctor of Philosophy,Business Administration,,review_needed,L3,0.75,75.0,wrong_field
Riya holds a Ph.D (Hons) degree in businessmgmt.,Doctor of Philosophy,Doctor of Philosophy,Business Administration,,review_needed,L3,0.72,72.0,wrong_field
Graduate of IIM Ahmedabad; qualification DoctorofPhilosophy (businessmanagement).,Doctor of Philosophy,,Business Administration,,review_needed,L3,0.35,35.0,wrong_degree_and_field
Currently pursuing Ph.D (Hons) with specialization in Financial Management at Pune University.,Doctor of Philosophy,with specialization,Finance,Finance,review_needed,L3,0.62,62.0,wrong_degree
Kabir holds a Ph.D. degree in financialmanagement.,Doctor of Philosophy,Doctor of Philosophy,Finance,,review_needed,L3,0.72,72.0,wrong_field
"Education: DoctorofPhilosophy, financeandaccounts, IIM Ahmedabad, batch of 2018.",Doctor of Philosophy,Doctor of Philosophy,Finance,,fuzzy_matched,L2,0.9181,91.8,wrong_field
DOCTOR OF PHILOSOPHY - corporatefinance - VIT Vellore - 2020,Doctor of Philosophy,Doctor of Philosophy,Finance,,resolved,L1,1.0,100,wrong_field
I completed my Ph.D (Hons) in marketingmanagement from Pune University in 2016.,Doctor of Philosophy,Doctor of Philosophy,Marketing,,review_needed,L3,0.5,50.0,wrong_field
Neha holds a DoctorofPhilosophy degree in salesandmarketing.,Doctor of Philosophy,Doctor of Philosophy,Marketing,,review_needed,L2,0.875,87.5,wrong_field
Graduate of VIT Vellore; qualification DOCTOR OF PHILOSOPHY (digitalmarketing).,Doctor of Philosophy,,Marketing,,review_needed,L3,0.35,35.0,wrong_degree_and_field
Currently pursuing DoctorofPhilosophy with specialization in Human Resources at IIM Ahmedabad.,Doctor of Philosophy,DoctorofPhilosophy,Human Resources Management,Human Resources Management,review_needed,L3,0.62,62.0,wrong_degree
Arjun holds a PHD degree in humanresources.,Doctor of Philosophy,Doctor of Philosophy,Human Resources Management,,review_needed,L3,0.75,75.0,wrong_field
Graduate of Manipal University; qualification Doctor of Philosophy Hons (HR).,Doctor of Philosophy,,Human Resources Management,Human Resources Management,review_needed,L3,0.35,35.0,wrong_degree
Currently pursuing PHD with specialization in supplychainmanagement at Jadavpur University.,Doctor of Philosophy,Doctor of Philosophy,Operations Management,,review_needed,L3,0.75,75.0,wrong_field
Graduate of IIT Delhi; qualification Ph  D  (Operations Management).,Doctor of Philosophy,,Operations Management,Operations Management,review_needed,L3,0.35,35.0,wrong_degree
I completed my PHD in internationaltrade from Jadavpur University in 2019.,Doctor of Philosophy,Doctor of Philosophy,International Business,,review_needed,L3,0.75,75.0,wrong_field
Rohan holds a Doctor of Philosophy Hons degree in globalbusiness.,Doctor of Philosophy,Doctor of Philosophy,International Business,,review_needed,L2,0.7468,74.7,wrong_field
"Education: Ph  D , internationalbusiness, IIT Delhi, batch of 2022.",Doctor of Philosophy,,International Business,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
I completed my DOCTOR OF PHILOSOPHY in startupmanagement from VIT Vellore in 2020.,Doctor of Philosophy,Doctor of Philosophy,Entrepreneurship,,review_needed,L2,0.7785,77.8,wrong_field
Aarav holds a Ph  D  degree in entrepreneurshipandinnovation.,Doctor of Philosophy,Doctor of Philosophy,Entrepreneurship,,review_needed,L3,0.72,72.0,wrong_field
