raw_input,expected_degree,predicted_degree,expected_field,predicted_field,status,layer_used,confidence,fuzzy_score,error_category
"Dip. Engg, Textile Engineering",Diploma in Engineering,Diploma in Engineering,Textile Engineering,,resolved,L1,1.0,100,wrong_field
Polytechnic in Electronics and Communication Engineering,Diploma in Engineering,Diploma in Engineering,Electronics and Communication Engineering,,resolved,L1,1.0,100,wrong_field
Polytechnic - Biotechnology Engineering,Diploma in Engineering,Diploma in Engineering,Biotechnology Engineering,,resolved,L1,1.0,100,wrong_field
3 Year Diploma / Biotechnology Engineering,Diploma in Engineering,Diploma in Engineering,Biotechnology Engineering,,resolved,L1,1.0,100,wrong_field
Dip. Engg / Aerospace Engineering,Diploma in Engineering,Diploma in Engineering,Aerospace Engineering,,resolved,L1,1.0,100,wrong_field
Polytechnic / Biotechnology Engineering,Diploma in Engineering,Diploma in Engineering,Biotechnology Engineering,,resolved,L1,1.0,100,wrong_field
"Polytechnic, Electronics and Communication Engineering",Diploma in Engineering,Diploma in Engineering,Electronics and Communication Engineering,,resolved,L1,1.0,100,wrong_field
"3 Year Diploma, Electronics and Communication Engineering",Diploma in Engineering,Diploma in Engineering,Electronics and Communication Engineering,,resolved,L1,1.0,100,wrong_field
PhD / Computer Science and Engineering,Doctor of Philosophy,Doctor of Philosophy,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Ph. D. (Computer Science and Engineering),Doctor of Philosophy,Doctor of Philosophy,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
"PhD, Computer Science and Engineering",Doctor of Philosophy,Doctor of Philosophy,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Doctor of Philosophy - Computer Science and Engineering,Doctor of Philosophy,Doctor of Philosophy,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
PhD - Computer Science and Engineering,Doctor of Philosophy,Doctor of Philosophy,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
DPhil - Computer Science and Engineering,Doctor of Philosophy,Doctor of Philosophy,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
DPhil (Computer Science and Engineering),Doctor of Philosophy,Doctor of Philosophy,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
"Doctor of Philosophy, Computer Science and Engineering",Doctor of Philosophy,Doctor of Philosophy,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Doctor of Philosophy / Computer Science and Engineering,Doctor of Philosophy,Doctor of Philosophy,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Doctor of Philosophy in Computer Science and Engineering,Doctor of Philosophy,Doctor of Philosophy,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
PhD in Computer Science and Engineering,Doctor of Philosophy,Doctor of Philosophy,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Doctor of Philosophy (Computer Science and Engineering),Doctor of Philosophy,Doctor of Philosophy,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
DPhil in Computer Science and Engineering,Doctor of Philosophy,Doctor of Philosophy,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
"Ph.D, Computer Science and Engineering",Doctor of Philosophy,Doctor of Philosophy,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Ph.D - Computer Science and Engineering,Doctor of Philosophy,Doctor of Philosophy,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
PHD in Computer Science and Engineering,Doctor of Philosophy,Doctor of Philosophy,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Ph. D. - Computer Science and Engineering,Doctor of Philosophy,Doctor of Philosophy,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Ph.D / Computer Science and Engineering,Doctor of Philosophy,Doctor of Philosophy,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
PHD - Computer Science and Engineering,Doctor of Philosophy,Doctor of Philosophy,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
PhD (Computer Science and Engineering),Doctor of Philosophy,Doctor of Philosophy,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
DPhil / Computer Science and Engineering,Doctor of Philosophy,Doctor of Philosophy,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
"DPhil, Computer Science and Engineering",Doctor of Philosophy,Doctor of Philosophy,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
PHD / Computer Science and Engineering,Doctor of Philosophy,Doctor of Philosophy,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
"Ph. D., Computer Science and Engineering",Doctor of Philosophy,Doctor of Philosophy,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Ph.D in Computer Science and Engineering,Doctor of Philosophy,Doctor of Philosophy,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Ph.D (Computer Science and Engineering),Doctor of Philosophy,Doctor of Philosophy,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
PHD (Computer Science and Engineering),Doctor of Philosophy,Doctor of Philosophy,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Ph. D. / Computer Science and Engineering,Doctor of Philosophy,Doctor of Philosophy,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Ph. D. in Computer Science and Engineering,Doctor of Philosophy,Doctor of Philosophy,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
"PHD, Computer Science and Engineering",Doctor of Philosophy,Doctor of Philosophy,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
MSc / Business Administration,Master of Business Administration,Master of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
MS (Operations Management),Master of Business Administration,Master of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
M.Sc in Commerce,Master of Business Administration,Master of Science,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
MS / Marketing,Master of Business Administration,Master of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
M. Sc / Operations Management,Master of Business Administration,Master of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
M.Sc (Human Resources Management),Master of Business Administration,Master of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
MS - Finance,Master of Business Administration,Master of Science,Finance,Finance,resolved,L1,1.0,100,wrong_degree
M. Sc - Operations Management,Master of Business Administration,Master of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
M.S. - Accounting,Master of Business Administration,Master of Science,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
"MSC, Marketing",Master of Business Administration,Master of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
M.S. in International Business,Master of Business Administration,Master of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
MS (Marketing),Master of Business Administration,Master of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
M.Sc in Human Resources Management,Master of Business Administration,Master of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
MS in Marketing,Master of Business Administration,Master of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
"M. Sc, Business Administration",Master of Business Administration,Master of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
M. Sc / Finance,Master of Business Administration,Master of Science,Finance,Finance,resolved,L1,1.0,100,wrong_degree
MSC (Banking and Finance),Master of Business Administration,Master of Science,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
"MSc, Accounting",Master of Business Administration,Master of Science,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
M. Sc (Finance),Master of Business Administration,Master of Science,Finance,Finance,resolved,L1,1.0,100,wrong_degree
M.S. - Banking and Finance,Master of Business Administration,Master of Science,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
M.S. in Marketing,Master of Business Administration,Master of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
M.Sc / Operations Management,Master of Business Administration,Master of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
M.Sc - Banking and Finance,Master of Business Administration,Master of Science,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
MS (Entrepreneurship),Master of Business Administration,Master of Science,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
"MSC, International Business",Master of Business Administration,Master of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
M.S. - Business Administration,Master of Business Administration,Master of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
MSc / Human Resources Management,Master of Business Administration,Master of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
M.S. (Commerce),Master of Business Administration,Master of Science,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
MSC / Finance,Master of Business Administration,Master of Science,Finance,Finance,resolved,L1,1.0,100,wrong_degree
"MS, Operations Management",Master of Business Administration,Master of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
MSc in International Business,Master of Business Administration,Master of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
MSC in Entrepreneurship,Master of Business Administration,Master of Science,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
M.S. / Human Resources Management,Master of Business Administration,Master of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
M. Sc / Entrepreneurship,Master of Business Administration,Master of Science,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
M.S. (Human Resources Management),Master of Business Administration,Master of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
MSC / International Business,Master of Business Administration,Master of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
MSC in Accounting,Master of Business Administration,Master of Science,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
M. Sc in Marketing,Master of Business Administration,Master of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
"MSc, International Business",Master of Business Administration,Master of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
"MSC, Finance",Master of Business Administration,Master of Science,Finance,Finance,resolved,L1,1.0,100,wrong_degree
M. Sc in Operations Management,Master of Business Administration,Master of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
M. Sc in Finance,Master of Business Administration,Master of Science,Finance,Finance,resolved,L1,1.0,100,wrong_degree
M.Sc / Accounting,Master of Business Administration,Master of Science,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
MSC in Human Resources Management,Master of Business Administration,Master of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
M. Sc / Business Administration,Master of Business Administration,Master of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
MSC - Operations Management,Master of Business Administration,Master of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
"M.Sc, Operations Management",Master of Business Administration,Master of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
MSc in Banking and Finance,Master of Business Administration,Master of Science,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
MSC - Commerce,Master of Business Administration,Master of Science,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
M.S. - Marketing,Master of Business Administration,Master of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
M. Sc - Finance,Master of Business Administration,Master of Science,Finance,Finance,resolved,L1,1.0,100,wrong_degree
MSc / Commerce,Master of Business Administration,Master of Science,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
"MSC, Operations Management",Master of Business Administration,Master of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
MSc (Finance),Master of Business Administration,Master of Science,Finance,Finance,resolved,L1,1.0,100,wrong_degree
"MS, Accounting",Master of Business Administration,Master of Science,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
MSC (Accounting),Master of Business Administration,Master of Science,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
M.Sc - Operations Management,Master of Business Administration,Master of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
M.Sc in International Business,Master of Business Administration,Master of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
MSc (Banking and Finance),Master of Business Administration,Master of Science,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
Master of Business Administration (Human Resources Management),Master of Business Administration,Master of Business Administration,Human Resources Management,,resolved,L1,1.0,100,wrong_field
M.S. - Human Resources Management,Master of Business Administration,Master of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
MSc - Operations Management,Master of Business Administration,Master of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
M.Sc (Marketing),Master of Business Administration,Master of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
MSC in International Business,Master of Business Administration,Master of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
MSC / Accounting,Master of Business Administration,Master of Science,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
M. Sc in Business Administration,Master of Business Administration,Master of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
M.S. / Banking and Finance,Master of Business Administration,Master of Science,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
MSc - Marketing,Master of Business Administration,Master of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
"MSc, Finance",Master of Business Administration,Master of Science,Finance,Finance,resolved,L1,1.0,100,wrong_degree
M.Sc in Entrepreneurship,Master of Business Administration,Master of Science,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
"MS, Marketing",Master of Business Administration,Master of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
M. Sc / Marketing,Master of Business Administration,Master of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
MS (Business Administration),Master of Business Administration,Master of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
MSC in Banking and Finance,Master of Business Administration,Master of Science,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
M.Sc / Business Administration,Master of Business Administration,Master of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
MSC (Commerce),Master of Business Administration,Master of Science,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
MSC / Banking and Finance,Master of Business Administration,Master of Science,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
"MSC, Banking and Finance",Master of Business Administration,Master of Science,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
"MS, Commerce",Master of Business Administration,Master of Science,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
MSC (Human Resources Management),Master of Business Administration,Master of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
M. Sc (Human Resources Management),Master of Business Administration,Master of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
"M. Sc, Accounting",Master of Business Administration,Master of Science,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
M.Sc in Marketing,Master of Business Administration,Master of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
M.Sc - Human Resources Management,Master of Business Administration,Master of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
M.Sc / Commerce,Master of Business Administration,Master of Science,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
MS in Finance,Master of Business Administration,Master of Science,Finance,Finance,resolved,L1,1.0,100,wrong_degree
MSC in Operations Management,Master of Business Administration,Master of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
M.S. / International Business,Master of Business Administration,Master of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
"MSC, Business Administration",Master of Business Administration,Master of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
M.Sc (Operations Management),Master of Business Administration,Master of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
MS / Accounting,Master of Business Administration,Master of Science,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
M. Sc (Accounting),Master of Business Administration,Master of Science,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
MSC (Marketing),Master of Business Administration,Master of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
MSC - Business Administration,Master of Business Administration,Master of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
M.S. in Business Administration,Master of Business Administration,Master of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
M. Sc (Commerce),Master of Business Administration,Master of Science,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
"M.S., Marketing",Master of Business Administration,Master of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
MSC - Entrepreneurship,Master of Business Administration,Master of Science,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
MSC (Finance),Master of Business Administration,Master of Science,Finance,Finance,resolved,L1,1.0,100,wrong_degree
M. Sc (Business Administration),Master of Business Administration,Master of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
M.S. in Banking and Finance,Master of Business Administration,Master of Science,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
M.S. / Operations Management,Master of Business Administration,Master of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
M.S. (Banking and Finance),Master of Business Administration,Master of Science,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
M.Sc - Entrepreneurship,Master of Business Administration,Master of Science,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
MS / Human Resources Management,Master of Business Administration,Master of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
"MS, Human Resources Management",Master of Business Administration,Master of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
MS in Entrepreneurship,Master of Business Administration,Master of Science,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
M.Sc - International Business,Master of Business Administration,Master of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
M.Sc - Marketing,Master of Business Administration,Master of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
MSc (Operations Management),Master of Business Administration,Master of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
MS / Banking and Finance,Master of Business Administration,Master of Science,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
"M.S., Accounting",Master of Business Administration,Master of Science,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
MSc / Accounting,Master of Business Administration,Master of Science,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
"M. Sc, Banking and Finance",Master of Business Administration,Master of Science,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
MSc - Accounting,Master of Business Administration,Master of Science,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
M.S. - Commerce,Master of Business Administration,Master of Science,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
M.S. / Entrepreneurship,Master of Business Administration,Master of Science,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
MSC / Business Administration,Master of Business Administration,Master of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
M.Sc in Banking and Finance,Master of Business Administration,Master of Science,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
MSC - Marketing,Master of Business Administration,Master of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
M.Sc (Accounting),Master of Business Administration,Master of Science,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
M.Sc - Finance,Master of Business Administration,Master of Science,Finance,Finance,resolved,L1,1.0,100,wrong_degree
MSc in Commerce,Master of Business Administration,Master of Science,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
M. Sc in Banking and Finance,Master of Business Administration,Master of Science,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
M.Sc / Banking and Finance,Master of Business Administration,Master of Science,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
M.S. / Accounting,Master of Business Administration,Master of Science,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
"MSc, Commerce",Master of Business Administration,Master of Science,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
MS in Business Administration,Master of Business Administration,Master of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
"MSc, Business Administration",Master of Business Administration,Master of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
"M.S., Finance",Master of Business Administration,Master of Science,Finance,Finance,resolved,L1,1.0,100,wrong_degree
M.S. (Operations Management),Master of Business Administration,Master of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
M.S. (Accounting),Master of Business Administration,Master of Science,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
M. Sc - Business Administration,Master of Business Administration,Master of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
MSc / Banking and Finance,Master of Business Administration,Master of Science,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
MSc - Business Administration,Master of Business Administration,Master of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
MS - Human Resources Management,Master of Business Administration,Master of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
"M.Sc, Human Resources Management",Master of Business Administration,Master of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
MSC - Banking and Finance,Master of Business Administration,Master of Science,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
M.S. / Finance,Master of Business Administration,Master of Science,Finance,Finance,resolved,L1,1.0,100,wrong_degree
M. Sc (International Business),Master of Business Administration,Master of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
MSc in Accounting,Master of Business Administration,Master of Science,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
M. Sc - Commerce,Master of Business Administration,Master of Science,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
M. Sc / Human Resources Management,Master of Business Administration,Master of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
MS - Accounting,Master of Business Administration,Master of Science,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
"MSc, Operations Management",Master of Business Administration,Master of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
MSc in Human Resources Management,Master of Business Administration,Master of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
MSc / Marketing,Master of Business Administration,Master of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
MSc (International Business),Master of Business Administration,Master of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
MSc (Entrepreneurship),Master of Business Administration,Master of Science,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
M.Sc (Commerce),Master of Business Administration,Master of Science,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
"M.Sc, International Business",Master of Business Administration,Master of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
M.S. in Entrepreneurship,Master of Business Administration,Master of Science,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
"Master of Business Administration, Human Resources Management",Master of Business Administration,Master of Business Administration,Human Resources Management,,resolved,L1,1.0,100,wrong_field
MSC / Human Resources Management,Master of Business Administration,Master of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
"M.Sc, Entrepreneurship",Master of Business Administration,Master of Science,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
MS / International Business,Master of Business Administration,Master of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
M.Sc (Finance),Master of Business Administration,Master of Science,Finance,Finance,resolved,L1,1.0,100,wrong_degree
M.S. in Finance,Master of Business Administration,Master of Science,Finance,Finance,resolved,L1,1.0,100,wrong_degree
MSc (Commerce),Master of Business Administration,Master of Science,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
M. Sc / Commerce,Master of Business Administration,Master of Science,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
M.Sc / Human Resources Management,Master of Business Administration,Master of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
M.Sc - Accounting,Master of Business Administration,Master of Science,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
M.Sc (Banking and Finance),Master of Business Administration,Master of Science,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
"M.Sc, Finance",Master of Business Administration,Master of Science,Finance,Finance,resolved,L1,1.0,100,wrong_degree
MS / Operations Management,Master of Business Administration,Master of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
MSc (Human Resources Management),Master of Business Administration,Master of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
MSC / Operations Management,Master of Business Administration,Master of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
"M.Sc, Marketing",Master of Business Administration,Master of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
MS (Human Resources Management),Master of Business Administration,Master of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
M.S. in Commerce,Master of Business Administration,Master of Science,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
M. Sc in Commerce,Master of Business Administration,Master of Science,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
"MS, Entrepreneurship",Master of Business Administration,Master of Science,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
"M.Sc, Banking and Finance",Master of Business Administration,Master of Science,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
"M.S., Human Resources Management",Master of Business Administration,Master of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
MSC / Commerce,Master of Business Administration,Master of Science,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
"M. Sc, Entrepreneurship",Master of Business Administration,Master of Science,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
M. Sc (Marketing),Master of Business Administration,Master of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
MSC - Accounting,Master of Business Administration,Master of Science,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
MS in Operations Management,Master of Business Administration,Master of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
MS in Accounting,Master of Business Administration,Master of Science,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
MSc / Operations Management,Master of Business Administration,Master of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
M.S. (Marketing),Master of Business Administration,Master of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
"MSc, Marketing",Master of Business Administration,Master of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
"M.S., International Business",Master of Business Administration,Master of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
MS (Accounting),Master of Business Administration,Master of Science,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
Master of Business Administration in Human Resources Management,Master of Business Administration,Master of Business Administration,Human Resources Management,,resolved,L1,1.0,100,wrong_field
MSc - International Business,Master of Business Administration,Master of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
MSc - Entrepreneurship,Master of Business Administration,Master of Science,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
M.S. (Business Administration),Master of Business Administration,Master of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
MSc in Entrepreneurship,Master of Business Administration,Master of Science,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
M. Sc / Banking and Finance,Master of Business Administration,Master of Science,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
"MS, Business Administration",Master of Business Administration,Master of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
"M.Sc, Business Administration",Master of Business Administration,Master of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
M. Sc - Accounting,Master of Business Administration,Master of Science,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
