raw_string,canonical_name,normalized,source,confidence
4-Year B.Tech (Mining Engineering),Bachelor of Engineering,4year btech mining engineering,generated_permutation,1.0
"4-Year B.Tech, Mining Engineering",Bachelor of Engineering,4year btech mining engineering,generated_permutation,1.0
4-Year B.Tech / Mining Engineering,Bachelor of Engineering,4year btech mining engineering,generated_permutation,1.0
B.Tech/BE - Mining Engineering,Bachelor of Engineering,btechbe mining engineering,generated_permutation,1.0
B.Tech/BE in Mining Engineering,Bachelor of Engineering,btechbe mining engineering,generated_permutation,1.0
B.Tech/BE (Mining Engineering),Bachelor of Engineering,btechbe mining engineering,generated_permutation,1.0
"B.Tech/BE, Mining Engineering",Bachelor of Engineering,btechbe mining engineering,generated_permutation,1.0
B.Tech/BE / Mining Engineering,Bachelor of Engineering,btechbe mining engineering,generated_permutation,1.0
Bacheler of Technology - Mining Engineering,Bachelor of Engineering,bacheler of technology mining engineering,generated_permutation,1.0
Bacheler of Technology in Mining Engineering,Bachelor of Engineering,bacheler of technology mining engineering,generated_permutation,1.0
Bacheler of Technology (Mining Engineering),Bachelor of Engineering,bacheler of technology mining engineering,generated_permutation,1.0
"Bacheler of Technology, Mining Engineering",Bachelor of Engineering,bacheler of technology mining engineering,generated_permutation,1.0
Bacheler of Technology / Mining Engineering,Bachelor of Engineering,bacheler of technology mining engineering,generated_permutation,1.0
Master of Technology - Mining Engineering,Master of Technology,master of technology mining engineering,generated_permutation,1.0
Master of Technology in Mining Engineering,Master of Technology,master of technology mining engineering,generated_permutation,1.0
Master of Technology (Mining Engineering),Master of Technology,master of technology mining engineering,generated_permutation,1.0
"Master of Technology, Mining Engineering",Master of Technology,master of technology mining engineering,generated_permutation,1.0
Master of Technology / Mining Engineering,Master of Technology,master of technology mining engineering,generated_permutation,1.0
MTech - Mining Engineering,Master of Technology,mtech mining engineering,generated_permutation,1.0
MTech in Mining Engineering,Master of Technology,mtech mining engineering,generated_permutation,1.0
MTech (Mining Engineering),Master of Technology,mtech mining engineering,generated_permutation,1.0
"MTech, Mining Engineering",Master of Technology,mtech mining engineering,generated_permutation,1.0
MTech / Mining Engineering,Master of Technology,mtech mining engineering,generated_permutation,1.0
M.Tech - Mining Engineering,Master of Technology,mtech mining engineering,generated_permutation,1.0
M.Tech in Mining Engineering,Master of Technology,mtech mining engineering,generated_permutation,1.0
M.Tech (Mining Engineering),Master of Technology,mtech mining engineering,generated_permutation,1.0
"M.Tech, Mining Engineering",Master of Technology,mtech mining engineering,generated_permutation,1.0
M.Tech / Mining Engineering,Master of Technology,mtech mining engineering,generated_permutation,1.0
M. Tech - Mining Engineering,Master of Technology,m tech mining engineering,generated_permutation,1.0
M. Tech in Mining Engineering,Master of Technology,m tech mining engineering,generated_permutation,1.0
M. Tech (Mining Engineering),Master of Technology,m tech mining engineering,generated_permutation,1.0
"M. Tech, Mining Engineering",Master of Technology,m tech mining engineering,generated_permutation,1.0
M. Tech / Mining Engineering,Master of Technology,m tech mining engineering,generated_permutation,1.0
MTECH - Mining Engineering,Master of Technology,mtech mining engineering,generated_permutation,1.0
MTECH in Mining Engineering,Master of Technology,mtech mining engineering,generated_permutation,1.0
MTECH (Mining Engineering),Master of Technology,mtech mining engineering,generated_permutation,1.0
"MTECH, Mining Engineering",Master of Technology,mtech mining engineering,generated_permutation,1.0
MTECH / Mining Engineering,Master of Technology,mtech mining engineering,generated_permutation,1.0
Master of Engineering - Mining Engineering,Master of Engineering,master of engineering mining engineering,generated_permutation,1.0
Master of Engineering in Mining Engineering,Master of Engineering,master of engineering mining engineering,generated_permutation,1.0
Master of Engineering (Mining Engineering),Master of Engineering,master of engineering mining engineering,generated_permutation,1.0
"Master of Engineering, Mining Engineering",Master of Engineering,master of engineering mining engineering,generated_permutation,1.0
Master of Engineering / Mining Engineering,Master of Engineering,master of engineering mining engineering,generated_permutation,1.0
MTech - Mining Engineering,Master of Engineering,mtech mining engineering,generated_permutation,1.0
MTech in Mining Engineering,Master of Engineering,mtech mining engineering,generated_permutation,1.0
MTech (Mining Engineering),Master of Engineering,mtech mining engineering,generated_permutation,1.0
"MTech, Mining Engineering",Master of Engineering,mtech mining engineering,generated_permutation,1.0
MTech / Mining Engineering,Master of Engineering,mtech mining engineering,generated_permutation,1.0
M.Tech - Mining Engineering,Master of Engineering,mtech mining engineering,generated_permutation,1.0
M.Tech in Mining Engineering,Master of Engineering,mtech mining engineering,generated_permutation,1.0
M.Tech (Mining Engineering),Master of Engineering,mtech mining engineering,generated_permutation,1.0
"M.Tech, Mining Engineering",Master of Engineering,mtech mining engineering,generated_permutation,1.0
M.Tech / Mining Engineering,Master of Engineering,mtech mining engineering,generated_permutation,1.0
M. Tech - Mining Engineering,Master of Engineering,m tech mining engineering,generated_permutation,1.0
M. Tech in Mining Engineering,Master of Engineering,m tech mining engineering,generated_permutation,1.0
M. Tech (Mining Engineering),Master of Engineering,m tech mining engineering,generated_permutation,1.0
"M. Tech, Mining Engineering",Master of Engineering,m tech mining engineering,generated_permutation,1.0
M. Tech / Mining Engineering,Master of Engineering,m tech mining engineering,generated_permutation,1.0
MTECH - Mining Engineering,Master of Engineering,mtech mining engineering,generated_permutation,1.0
MTECH in Mining Engineering,Master of Engineering,mtech mining engineering,generated_permutation,1.0
MTECH (Mining Engineering),Master of Engineering,mtech mining engineering,generated_permutation,1.0
"MTECH, Mining Engineering",Master of Engineering,mtech mining engineering,generated_permutation,1.0
MTECH / Mining Engineering,Master of Engineering,mtech mining engineering,generated_permutation,1.0
Diploma in Engineering - Mining Engineering,Diploma in Engineering,diploma engineering mining engineering,generated_permutation,1.0
Diploma in Engineering in Mining Engineering,Diploma in Engineering,diploma engineering mining engineering,generated_permutation,1.0
Diploma in Engineering (Mining Engineering),Diploma in Engineering,diploma engineering mining engineering,generated_permutation,1.0
"Diploma in Engineering, Mining Engineering",Diploma in Engineering,diploma engineering mining engineering,generated_permutation,1.0
Diploma in Engineering / Mining Engineering,Diploma in Engineering,diploma engineering mining engineering,generated_permutation,1.0
3 Year Diploma - Mining Engineering,Diploma in Engineering,3 year diploma mining engineering,generated_permutation,1.0
3 Year Diploma in Mining Engineering,Diploma in Engineering,3 year diploma mining engineering,generated_permutation,1.0
3 Year Diploma (Mining Engineering),Diploma in Engineering,3 year diploma mining engineering,generated_permutation,1.0
"3 Year Diploma, Mining Engineering",Diploma in Engineering,3 year diploma mining engineering,generated_permutation,1.0
3 Year Diploma / Mining Engineering,Diploma in Engineering,3 year diploma mining engineering,generated_permutation,1.0
Polytechnic - Mining Engineering,Diploma in Engineering,polytechnic mining engineering,generated_permutation,1.0
Polytechnic in Mining Engineering,Diploma in Engineering,polytechnic mining engineering,generated_permutation,1.0
Polytechnic (Mining Engineering),Diploma in Engineering,polytechnic mining engineering,generated_permutation,1.0
"Polytechnic, Mining Engineering",Diploma in Engineering,polytechnic mining engineering,generated_permutation,1.0
Polytechnic / Mining Engineering,Diploma in Engineering,polytechnic mining engineering,generated_permutation,1.0
Dip. Engg - Mining Engineering,Diploma in Engineering,dip engg mining engineering,generated_permutation,1.0
Dip. Engg in Mining Engineering,Diploma in Engineering,dip engg mining engineering,generated_permutation,1.0
Dip. Engg (Mining Engineering),Diploma in Engineering,dip engg mining engineering,generated_permutation,1.0
"Dip. Engg, Mining Engineering",Diploma in Engineering,dip engg mining engineering,generated_permutation,1.0
Dip. Engg / Mining Engineering,Diploma in Engineering,dip engg mining engineering,generated_permutation,1.0
Bachelor of Technology - Metallurgical Engineering,Bachelor of Technology,bachelor of technology metallurgical engineering,generated_permutation,1.0
Bachelor of Technology in Metallurgical Engineering,Bachelor of Technology,bachelor of technology metallurgical engineering,generated_permutation,1.0
Bachelor of Technology (Metallurgical Engineering),Bachelor of Technology,bachelor of technology metallurgical engineering,generated_permutation,1.0
"Bachelor of Technology, Metallurgical Engineering",Bachelor of Technology,bachelor of technology metallurgical engineering,generated_permutation,1.0
Bachelor of Technology / Metallurgical Engineering,Bachelor of Technology,bachelor of technology metallurgical engineering,generated_permutation,1.0
BTech - Metallurgical Engineering,Bachelor of Technology,btech metallurgical engineering,generated_permutation,1.0
BTech in Metallurgical Engineering,Bachelor of Technology,btech metallurgical engineering,generated_permutation,1.0
BTech (Metallurgical Engineering),Bachelor of Technology,btech metallurgical engineering,generated_permutation,1.0
"BTech, Metallurgical Engineering",Bachelor of Technology,btech metallurgical engineering,generated_permutation,1.0
BTech / Metallurgical Engineering,Bachelor of Technology,btech metallurgical engineering,generated_permutation,1.0
B.Tech - Metallurgical Engineering,Bachelor of Technology,btech metallurgical engineering,generated_permutation,1.0
B.Tech in Metallurgical Engineering,Bachelor of Technology,btech metallurgical engineering,generated_permutation,1.0
B.Tech (Metallurgical Engineering),Bachelor of Technology,btech metallurgical engineering,generated_permutation,1.0
"B.Tech, Metallurgical Engineering",Bachelor of Technology,btech metallurgical engineering,generated_permutation,1.0
B.Tech / Metallurgical Engineering,Bachelor of Technology,btech metallurgical engineering,generated_permutation,1.0
B. Tech - Metallurgical Engineering,Bachelor of Technology,b tech metallurgical engineering,generated_permutation,1.0
B. Tech in Metallurgical Engineering,Bachelor of Technology,b tech metallurgical engineering,generated_permutation,1.0
B. Tech (Metallurgical Engineering),Bachelor of Technology,b tech metallurgical engineering,generated_permutation,1.0
"B. Tech, Metallurgical Engineering",Bachelor of Technology,b tech metallurgical engineering,generated_permutation,1.0
B. Tech / Metallurgical Engineering,Bachelor of Technology,b tech metallurgical engineering,generated_permutation,1.0
B.Tech. - Metallurgical Engineering,Bachelor of Technology,btech metallurgical engineering,generated_permutation,1.0
B.Tech. in Metallurgical Engineering,Bachelor of Technology,btech metallurgical engineering,generated_permutation,1.0
B.Tech. (Metallurgical Engineering),Bachelor of Technology,btech metallurgical engineering,generated_permutation,1.0
"B.Tech., Metallurgical Engineering",Bachelor of Technology,btech metallurgical engineering,generated_permutation,1.0
B.Tech. / Metallurgical Engineering,Bachelor of Technology,btech metallurgical engineering,generated_permutation,1.0
BTECH - Metallurgical Engineering,Bachelor of Technology,btech metallurgical engineering,generated_permutation,1.0
BTECH in Metallurgical Engineering,Bachelor of Technology,btech metallurgical engineering,generated_permutation,1.0
BTECH (Metallurgical Engineering),Bachelor of Technology,btech metallurgical engineering,generated_permutation,1.0
"BTECH, Metallurgical Engineering",Bachelor of Technology,btech metallurgical engineering,generated_permutation,1.0
BTECH / Metallurgical Engineering,Bachelor of Technology,btech metallurgical engineering,generated_permutation,1.0
B.Tech (Hons) - Metallurgical Engineering,Bachelor of Technology,btech metallurgical engineering,generated_permutation,1.0
B.Tech (Hons) in Metallurgical Engineering,Bachelor of Technology,btech metallurgical engineering,generated_permutation,1.0
B.Tech (Hons) (Metallurgical Engineering),Bachelor of Technology,btech metallurgical engineering,generated_permutation,1.0
"B.Tech (Hons), Metallurgical Engineering",Bachelor of Technology,btech metallurgical engineering,generated_permutation,1.0
B.Tech (Hons) / Metallurgical Engineering,Bachelor of Technology,btech metallurgical engineering,generated_permutation,1.0
4-Year B.Tech - Metallurgical Engineering,Bachelor of Technology,4year btech metallurgical engineering,generated_permutation,1.0
4-Year B.Tech in Metallurgical Engineering,Bachelor of Technology,4year btech metallurgical engineering,generated_permutation,1.0
4-Year B.Tech (Metallurgical Engineering),Bachelor of Technology,4year btech metallurgical engineering,generated_permutation,1.0
"4-Year B.Tech, Metallurgical Engineering",Bachelor of Technology,4year btech metallurgical engineering,generated_permutation,1.0
4-Year B.Tech / Metallurgical Engineering,Bachelor of Technology,4year btech metallurgical engineering,generated_permutation,1.0
B.Tech/BE - Metallurgical Engineering,Bachelor of Technology,btechbe metallurgical engineering,generated_permutation,1.0
B.Tech/BE in Metallurgical Engineering,Bachelor of Technology,btechbe metallurgical engineering,generated_permutation,1.0
B.Tech/BE (Metallurgical Engineering),Bachelor of Technology,btechbe metallurgical engineering,generated_permutation,1.0
"B.Tech/BE, Metallurgical Engineering",Bachelor of Technology,btechbe metallurgical engineering,generated_permutation,1.0
B.Tech/BE / Metallurgical Engineering,Bachelor of Technology,btechbe metallurgical engineering,generated_permutation,1.0
Bacheler of Technology - Metallurgical Engineering,Bachelor of Technology,bacheler of technology metallurgical engineering,generated_permutation,1.0
Bacheler of Technology in Metallurgical Engineering,Bachelor of Technology,bacheler of technology metallurgical engineering,generated_permutation,1.0
Bacheler of Technology (Metallurgical Engineering),Bachelor of Technology,bacheler of technology metallurgical engineering,generated_permutation,1.0
"Bacheler of Technology, Metallurgical Engineering",Bachelor of Technology,bacheler of technology metallurgical engineering,generated_permutation,1.0
Bacheler of Technology / Metallurgical Engineering,Bachelor of Technology,bacheler of technology metallurgical engineering,generated_permutation,1.0
Bachelor of Engineering - Metallurgical Engineering,Bachelor of Engineering,bachelor of engineering metallurgical engineering,generated_permutation,1.0
Bachelor of Engineering in Metallurgical Engineering,Bachelor of Engineering,bachelor of engineering metallurgical engineering,generated_permutation,1.0
Bachelor of Engineering (Metallurgical Engineering),Bachelor of Engineering,bachelor of engineering metallurgical engineering,generated_permutation,1.0
"Bachelor of Engineering, Metallurgical Engineering",Bachelor of Engineering,bachelor of engineering metallurgical engineering,generated_permutation,1.0
Bachelor of Engineering / Metallurgical Engineering,Bachelor of Engineering,bachelor of engineering metallurgical engineering,generated_permutation,1.0
BTech - Metallurgical Engineering,Bachelor of Engineering,btech metallurgical engineering,generated_permutation,1.0
BTech in Metallurgical Engineering,Bachelor of Engineering,btech metallurgical engineering,generated_permutation,1.0
BTech (Metallurgical Engineering),Bachelor of Engineering,btech metallurgical engineering,generated_permutation,1.0
"BTech, Metallurgical Engineering",Bachelor of Engineering,btech metallurgical engineering,generated_permutation,1.0
BTech / Metallurgical Engineering,Bachelor of Engineering,btech metallurgical engineering,generated_permutation,1.0
B.Tech - Metallurgical Engineering,Bachelor of Engineering,btech metallurgical engineering,generated_permutation,1.0
B.Tech in Metallurgical Engineering,Bachelor of Engineering,btech metallurgical engineering,generated_permutation,1.0
B.Tech (Metallurgical Engineering),Bachelor of Engineering,btech metallurgical engineering,generated_permutation,1.0
"B.Tech, Metallurgical Engineering",Bachelor of Engineering,btech metallurgical engineering,generated_permutation,1.0
B.Tech / Metallurgical Engineering,Bachelor of Engineering,btech metallurgical engineering,generated_permutation,1.0
B. Tech - Metallurgical Engineering,Bachelor of Engineering,b tech metallurgical engineering,generated_permutation,1.0
B. Tech in Metallurgical Engineering,Bachelor of Engineering,b tech metallurgical engineering,generated_permutation,1.0
B. Tech (Metallurgical Engineering),Bachelor of Engineering,b tech metallurgical engineering,generated_permutation,1.0
"B. Tech, Metallurgical Engineering",Bachelor of Engineering,b tech metallurgical engineering,generated_permutation,1.0
B. Tech / Metallurgical Engineering,Bachelor of Engineering,b tech metallurgical engineering,generated_permutation,1.0
B.Tech. - Metallurgical Engineering,Bachelor of Engineering,btech metallurgical engineering,generated_permutation,1.0
B.Tech. in Metallurgical Engineering,Bachelor of Engineering,btech metallurgical engineering,generated_permutation,1.0
B.Tech. (Metallurgical Engineering),Bachelor of Engineering,btech metallurgical engineering,generated_permutation,1.0
"B.Tech., Metallurgical Engineering",Bachelor of Engineering,btech metallurgical engineering,generated_permutation,1.0
B.Tech. / Metallurgical Engineering,Bachelor of Engineering,btech metallurgical engineering,generated_permutation,1.0
BTECH - Metallurgical Engineering,Bachelor of Engineering,btech metallurgical engineering,generated_permutation,1.0
BTECH in Metallurgical Engineering,Bachelor of Engineering,btech metallurgical engineering,generated_permutation,1.0
BTECH (Metallurgical Engineering),Bachelor of Engineering,btech metallurgical engineering,generated_permutation,1.0
"BTECH, Metallurgical Engineering",Bachelor of Engineering,btech metallurgical engineering,generated_permutation,1.0
BTECH / Metallurgical Engineering,Bachelor of Engineering,btech metallurgical engineering,generated_permutation,1.0
B.Tech (Hons) - Metallurgical Engineering,Bachelor of Engineering,btech metallurgical engineering,generated_permutation,1.0
B.Tech (Hons) in Metallurgical Engineering,Bachelor of Engineering,btech metallurgical engineering,generated_permutation,1.0
B.Tech (Hons) (Metallurgical Engineering),Bachelor of Engineering,btech metallurgical engineering,generated_permutation,1.0
"B.Tech (Hons), Metallurgical Engineering",Bachelor of Engineering,btech metallurgical engineering,generated_permutation,1.0
B.Tech (Hons) / Metallurgical Engineering,Bachelor of Engineering,btech metallurgical engineering,generated_permutation,1.0
4-Year B.Tech - Metallurgical Engineering,Bachelor of Engineering,4year btech metallurgical engineering,generated_permutation,1.0
4-Year B.Tech in Metallurgical Engineering,Bachelor of Engineering,4year btech metallurgical engineering,generated_permutation,1.0
4-Year B.Tech (Metallurgical Engineering),Bachelor of Engineering,4year btech metallurgical engineering,generated_permutation,1.0
"4-Year B.Tech, Metallurgical Engineering",Bachelor of Engineering,4year btech metallurgical engineering,generated_permutation,1.0
4-Year B.Tech / Metallurgical Engineering,Bachelor of Engineering,4year btech metallurgical engineering,generated_permutation,1.0
B.Tech/BE - Metallurgical Engineering,Bachelor of Engineering,btechbe metallurgical engineering,generated_permutation,1.0
B.Tech/BE in Metallurgical Engineering,Bachelor of Engineering,btechbe metallurgical engineering,generated_permutation,1.0
B.Tech/BE (Metallurgical Engineering),Bachelor of Engineering,btechbe metallurgical engineering,generated_permutation,1.0
"B.Tech/BE, Metallurgical Engineering",Bachelor of Engineering,btechbe metallurgical engineering,generated_permutation,1.0
B.Tech/BE / Metallurgical Engineering,Bachelor of Engineering,btechbe metallurgical engineering,generated_permutation,1.0
Bacheler of Technology - Metallurgical Engineering,Bachelor of Engineering,bacheler of technology metallurgical engineering,generated_permutation,1.0
Bacheler of Technology in Metallurgical Engineering,Bachelor of Engineering,bacheler of technology metallurgical engineering,generated_permutation,1.0
Bacheler of Technology (Metallurgical Engineering),Bachelor of Engineering,bacheler of technology metallurgical engineering,generated_permutation,1.0
"Bacheler of Technology, Metallurgical Engineering",Bachelor of Engineering,bacheler of technology metallurgical engineering,generated_permutation,1.0
Bacheler of Technology / Metallurgical Engineering,Bachelor of Engineering,bacheler of technology metallurgical engineering,generated_permutation,1.0
Master of Technology - Metallurgical Engineering,Master of Technology,master of technology metallurgical engineering,generated_permutation,1.0
Master of Technology in Metallurgical Engineering,Master of Technology,master of technology metallurgical engineering,generated_permutation,1.0
Master of Technology (Metallurgical Engineering),Master of Technology,master of technology metallurgical engineering,generated_permutation,1.0
"Master of Technology, Metallurgical Engineering",Master of Technology,master of technology metallurgical engineering,generated_permutation,1.0
Master of Technology / Metallurgical Engineering,Master of Technology,master of technology metallurgical engineering,generated_permutation,1.0
MTech - Metallurgical Engineering,Master of Technology,mtech metallurgical engineering,generated_permutation,1.0
MTech in Metallurgical Engineering,Master of Technology,mtech metallurgical engineering,generated_permutation,1.0
MTech (Metallurgical Engineering),Master of Technology,mtech metallurgical engineering,generated_permutation,1.0
"MTech, Metallurgical Engineering",Master of Technology,mtech metallurgical engineering,generated_permutation,1.0
MTech / Metallurgical Engineering,Master of Technology,mtech metallurgical engineering,generated_permutation,1.0
M.Tech - Metallurgical Engineering,Master of Technology,mtech metallurgical engineering,generated_permutation,1.0
M.Tech in Metallurgical Engineering,Master of Technology,mtech metallurgical engineering,generated_permutation,1.0
M.Tech (Metallurgical Engineering),Master of Technology,mtech metallurgical engineering,generated_permutation,1.0
"M.Tech, Metallurgical Engineering",Master of Technology,mtech metallurgical engineering,generated_permutation,1.0
M.Tech / Metallurgical Engineering,Master of Technology,mtech metallurgical engineering,generated_permutation,1.0
M. Tech - Metallurgical Engineering,Master of Technology,m tech metallurgical engineering,generated_permutation,1.0
M. Tech in Metallurgical Engineering,Master of Technology,m tech metallurgical engineering,generated_permutation,1.0
M. Tech (Metallurgical Engineering),Master of Technology,m tech metallurgical engineering,generated_permutation,1.0
"M. Tech, Metallurgical Engineering",Master of Technology,m tech metallurgical engineering,generated_permutation,1.0
M. Tech / Metallurgical Engineering,Master of Technology,m tech metallurgical engineering,generated_permutation,1.0
MTECH - Metallurgical Engineering,Master of Technology,mtech metallurgical engineering,generated_permutation,1.0
MTECH in Metallurgical Engineering,Master of Technology,mtech metallurgical engineering,generated_permutation,1.0
MTECH (Metallurgical Engineering),Master of Technology,mtech metallurgical engineering,generated_permutation,1.0
"MTECH, Metallurgical Engineering",Master of Technology,mtech metallurgical engineering,generated_permutation,1.0
MTECH / Metallurgical Engineering,Master of Technology,mtech metallurgical engineering,generated_permutation,1.0
Master of Engineering - Metallurgical Engineering,Master of Engineering,master of engineering metallurgical engineering,generated_permutation,1.0
Master of Engineering in Metallurgical Engineering,Master of Engineering,master of engineering metallurgical engineering,generated_permutation,1.0
Master of Engineering (Metallurgical Engineering),Master of Engineering,master of engineering metallurgical engineering,generated_permutation,1.0
"Master of Engineering, Metallurgical Engineering",Master of Engineering,master of engineering metallurgical engineering,generated_permutation,1.0
Master of Engineering / Metallurgical Engineering,Master of Engineering,master of engineering metallurgical engineering,generated_permutation,1.0
MTech - Metallurgical Engineering,Master of Engineering,mtech metallurgical engineering,generated_permutation,1.0
MTech in Metallurgical Engineering,Master of Engineering,mtech metallurgical engineering,generated_permutation,1.0
MTech (Metallurgical Engineering),Master of Engineering,mtech metallurgical engineering,generated_permutation,1.0
"MTech, Metallurgical Engineering",Master of Engineering,mtech metallurgical engineering,generated_permutation,1.0
MTech / Metallurgical Engineering,Master of Engineering,mtech metallurgical engineering,generated_permutation,1.0
M.Tech - Metallurgical Engineering,Master of Engineering,mtech metallurgical engineering,generated_permutation,1.0
M.Tech in Metallurgical Engineering,Master of Engineering,mtech metallurgical engineering,generated_permutation,1.0
M.Tech (Metallurgical Engineering),Master of Engineering,mtech metallurgical engineering,generated_permutation,1.0
"M.Tech, Metallurgical Engineering",Master of Engineering,mtech metallurgical engineering,generated_permutation,1.0
M.Tech / Metallurgical Engineering,Master of Engineering,mtech metallurgical engineering,generated_permutation,1.0
M. Tech - Metallurgical Engineering,Master of Engineering,m tech metallurgical engineering,generated_permutation,1.0
M. Tech in Metallurgical Engineering,Master of Engineering,m tech metallurgical engineering,generated_permutation,1.0
M. Tech (Metallurgical Engineering),Master of Engineering,m tech metallurgical engineering,generated_permutation,1.0
"M. Tech, Metallurgical Engineering",Master of Engineering,m tech metallurgical engineering,generated_permutation,1.0
M. Tech / Metallurgical Engineering,Master of Engineering,m tech metallurgical engineering,generated_permutation,1.0
MTECH - Metallurgical Engineering,Master of Engineering,mtech metallurgical engineering,generated_permutation,1.0
MTECH in Metallurgical Engineering,Master of Engineering,mtech metallurgical engineering,generated_permutation,1.0
MTECH (Metallurgical Engineering),Master of Engineering,mtech metallurgical engineering,generated_permutation,1.0
"MTECH, Metallurgical Engineering",Master of Engineering,mtech metallurgical engineering,generated_permutation,1.0
MTECH / Metallurgical Engineering,Master of Engineering,mtech metallurgical engineering,generated_permutation,1.0
Diploma in Engineering - Metallurgical Engineering,Diploma in Engineering,diploma engineering metallurgical engineering,generated_permutation,1.0
Diploma in Engineering in Metallurgical Engineering,Diploma in Engineering,diploma engineering metallurgical engineering,generated_permutation,1.0
Diploma in Engineering (Metallurgical Engineering),Diploma in Engineering,diploma engineering metallurgical engineering,generated_permutation,1.0
"Diploma in Engineering, Metallurgical Engineering",Diploma in Engineering,diploma engineering metallurgical engineering,generated_permutation,1.0
Diploma in Engineering / Metallurgical Engineering,Diploma in Engineering,diploma engineering metallurgical engineering,generated_permutation,1.0
3 Year Diploma - Metallurgical Engineering,Diploma in Engineering,3 year diploma metallurgical engineering,generated_permutation,1.0
3 Year Diploma in Metallurgical Engineering,Diploma in Engineering,3 year diploma metallurgical engineering,generated_permutation,1.0
3 Year Diploma (Metallurgical Engineering),Diploma in Engineering,3 year diploma metallurgical engineering,generated_permutation,1.0
"3 Year Diploma, Metallurgical Engineering",Diploma in Engineering,3 year diploma metallurgical engineering,generated_permutation,1.0
3 Year Diploma / Metallurgical Engineering,Diploma in Engineering,3 year diploma metallurgical engineering,generated_permutation,1.0
Polytechnic - Metallurgical Engineering,Diploma in Engineering,polytechnic metallurgical engineering,generated_permutation,1.0
Polytechnic in Metallurgical Engineering,Diploma in Engineering,polytechnic metallurgical engineering,generated_permutation,1.0
Polytechnic (Metallurgical Engineering),Diploma in Engineering,polytechnic metallurgical engineering,generated_permutation,1.0
"Polytechnic, Metallurgical Engineering",Diploma in Engineering,polytechnic metallurgical engineering,generated_permutation,1.0
Polytechnic / Metallurgical Engineering,Diploma in Engineering,polytechnic metallurgical engineering,generated_permutation,1.0
Dip. Engg - Metallurgical Engineering,Diploma in Engineering,dip engg metallurgical engineering,generated_permutation,1.0
Dip. Engg in Metallurgical Engineering,Diploma in Engineering,dip engg metallurgical engineering,generated_permutation,1.0
Dip. Engg (Metallurgical Engineering),Diploma in Engineering,dip engg metallurgical engineering,generated_permutation,1.0
"Dip. Engg, Metallurgical Engineering",Diploma in Engineering,dip engg metallurgical engineering,generated_permutation,1.0
Dip. Engg / Metallurgical Engineering,Diploma in Engineering,dip engg metallurgical engineering,generated_permutation,1.0
Bachelor of Technology - Environmental Engineering,Bachelor of Technology,bachelor of technology environmental engineering,generated_permutation,1.0
Bachelor of Technology in Environmental Engineering,Bachelor of Technology,bachelor of technology environmental engineering,generated_permutation,1.0
Bachelor of Technology (Environmental Engineering),Bachelor of Technology,bachelor of technology environmental engineering,generated_permutation,1.0
"Bachelor of Technology, Environmental Engineering",Bachelor of Technology,bachelor of technology environmental engineering,generated_permutation,1.0
Bachelor of Technology / Environmental Engineering,Bachelor of Technology,bachelor of technology environmental engineering,generated_permutation,1.0
BTech - Environmental Engineering,Bachelor of Technology,btech environmental engineering,generated_permutation,1.0
BTech in Environmental Engineering,Bachelor of Technology,btech environmental engineering,generated_permutation,1.0
BTech (Environmental Engineering),Bachelor of Technology,btech environmental engineering,generated_permutation,1.0
"BTech, Environmental Engineering",Bachelor of Technology,btech environmental engineering,generated_permutation,1.0
BTech / Environmental Engineering,Bachelor of Technology,btech environmental engineering,generated_permutation,1.0
B.Tech - Environmental Engineering,Bachelor of Technology,btech environmental engineering,generated_permutation,1.0
B.Tech in Environmental Engineering,Bachelor of Technology,btech environmental engineering,generated_permutation,1.0
B.Tech (Environmental Engineering),Bachelor of Technology,btech environmental engineering,generated_permutation,1.0
"B.Tech, Environmental Engineering",Bachelor of Technology,btech environmental engineering,generated_permutation,1.0
B.Tech / Environmental Engineering,Bachelor of Technology,btech environmental engineering,generated_permutation,1.0
B. Tech - Environmental Engineering,Bachelor of Technology,b tech environmental engineering,generated_permutation,1.0
B. Tech in Environmental Engineering,Bachelor of Technology,b tech environmental engineering,generated_permutation,1.0
B. Tech (Environmental Engineering),Bachelor of Technology,b tech environmental engineering,generated_permutation,1.0
"B. Tech, Environmental Engineering",Bachelor of Technology,b tech environmental engineering,generated_permutation,1.0
B. Tech / Environmental Engineering,Bachelor of Technology,b tech environmental engineering,generated_permutation,1.0
B.Tech. - Environmental Engineering,Bachelor of Technology,btech environmental engineering,generated_permutation,1.0
B.Tech. in Environmental Engineering,Bachelor of Technology,btech environmental engineering,generated_permutation,1.0
B.Tech. (Environmental Engineering),Bachelor of Technology,btech environmental engineering,generated_permutation,1.0
"B.Tech., Environmental Engineering",Bachelor of Technology,btech environmental engineering,generated_permutation,1.0
B.Tech. / Environmental Engineering,Bachelor of Technology,btech environmental engineering,generated_permutation,1.0
BTECH - Environmental Engineering,Bachelor of Technology,btech environmental engineering,generated_permutation,1.0
BTECH in Environmental Engineering,Bachelor of Technology,btech environmental engineering,generated_permutation,1.0
BTECH (Environmental Engineering),Bachelor of Technology,btech environmental engineering,generated_permutation,1.0
"BTECH, Environmental Engineering",Bachelor of Technology,btech environmental engineering,generated_permutation,1.0
BTECH / Environmental Engineering,Bachelor of Technology,btech environmental engineering,generated_permutation,1.0
B.Tech (Hons) - Environmental Engineering,Bachelor of Technology,btech environmental engineering,generated_permutation,1.0
