raw_input,expected_degree,predicted_degree,expected_field,predicted_field,status,layer_used,confidence,fuzzy_score,error_category
"Diplma in Engineering, Electronics and Communication Engineering",Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
"Dpiloma in Engineering, Electronics and Communication Engineering",Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
Diplma in Engineering (Electronics and Communication Engineering),Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
Dpiloma in Engineering (Electronics and Communication Engineering),Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
Polytechnic (Cybers,Diploma in Engineering,Diploma in Engineering,Cybersecurity,,review_needed,L2,0.8372,83.7,wrong_field
Polytechnic (Mechanical Engine,Diploma in Engineering,Diploma in Engineering,Mechanical Engineering,,fuzzy_matched,L2,0.9206,92.1,wrong_field
"3 Yar Diploma, Biotechnology Engineering",Diploma in Engineering,Diploma in Engineering,Biotechnology Engineering,,fuzzy_matched,L2,0.963,96.3,wrong_field
"3 eYar Diploma, Biotechnology Engineering",Diploma in Engineering,Diploma in Engineering,Biotechnology Engineering,,fuzzy_matched,L2,0.9286,92.9,wrong_field
Polytchnic / Aerospace Engineering,Diploma in Engineering,Diploma in Engineering,Aerospace Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Ploytechnic / Aerospace Engineering,Diploma in Engineering,Diploma in Engineering,Aerospace Engineering,,fuzzy_matched,L2,0.9091,90.9,wrong_field
"Diplma in Engineering, Electrical Engineering",Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
"Dpiloma in Engineering, Electrical Engineering",Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
3 Year Diploma (Cybers,Diploma in Engineering,Diploma in Engineering,Cybersecurity,,review_needed,L2,0.8571,85.7,wrong_field
Diplma in Engineering - Information Technology,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
Dpiloma in Engineering - Information Technology,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
Diplma in Engineering in Production Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
Dpiloma in Engineering in Production Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
3 Yar Diploma in Production Engineering,Diploma in Engineering,Diploma in Engineering,Production Engineering,,fuzzy_matched,L2,0.963,96.3,wrong_field
3 eYar Diploma in Production Engineering,Diploma in Engineering,Diploma in Engineering,Production Engineering,,fuzzy_matched,L2,0.9286,92.9,wrong_field
Dip. ngg - Aerospace Engineering,Diploma in Engineering,Diploma in Engineering,Aerospace Engineering,,fuzzy_matched,L2,0.9333,93.3,wrong_field
Dpi. Engg - Aerospace Engineering,Diploma in Engineering,Diploma in Engineering,Aerospace Engineering,,review_needed,L2,0.875,87.5,wrong_field
Diplma in Engineering - Electrical Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
Dpiloma in Engineering - Electrical Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
Polytchnic / Metallurgical Engineering,Diploma in Engineering,Diploma in Engineering,Metallurgical Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Ploytechnic / Metallurgical Engineering,Diploma in Engineering,Diploma in Engineering,Metallurgical Engineering,,fuzzy_matched,L2,0.9091,90.9,wrong_field
Dip. ngg / Instrumentation Engineering,Diploma in Engineering,Diploma in Engineering,Instrumentation Engineering,,fuzzy_matched,L2,0.9333,93.3,wrong_field
Dpi. Engg / Instrumentation Engineering,Diploma in Engineering,Diploma in Engineering,Instrumentation Engineering,,review_needed,L2,0.875,87.5,wrong_field
Dip. Engg (Chemical Engine,Diploma in Engineering,Diploma in Engineering,Chemical Engineering,,fuzzy_matched,L2,0.9057,90.6,wrong_field
"Polytchnic, Textile Engineering",Diploma in Engineering,Diploma in Engineering,Textile Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
"Ploytechnic, Textile Engineering",Diploma in Engineering,Diploma in Engineering,Textile Engineering,,fuzzy_matched,L2,0.9091,90.9,wrong_field
Diplma in Engineering in Aerospace Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
Dpiloma in Engineering in Aerospace Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
Diplma in Engineering in Instrumentation Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
Dpiloma in Engineering in Instrumentation Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
3 Yar Diploma (Electronics and Communication Engineering),Diploma in Engineering,Diploma in Engineering,Electronics and Communication Engineering,,fuzzy_matched,L2,0.963,96.3,wrong_field
3 eYar Diploma (Electronics and Communication Engineering),Diploma in Engineering,Diploma in Engineering,Electronics and Communication Engineering,,fuzzy_matched,L2,0.9286,92.9,wrong_field
3 Year Diploma (Electronics and Communication Engine,Diploma in Engineering,Diploma in Engineering,Electronics and Communication Engineering,,fuzzy_matched,L2,0.9533,95.3,wrong_field
Diplma in Engineering in Biotechnology Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
Dpiloma in Engineering in Biotechnology Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
3 Yar Diploma (Artificial Intelligence and Machine Learning),Diploma in Engineering,Diploma in Engineering,Artificial Intelligence and Machine Learning,,fuzzy_matched,L2,0.963,96.3,wrong_field
3 eYar Diploma (Artificial Intelligence and Machine Learning),Diploma in Engineering,Diploma in Engineering,Artificial Intelligence and Machine Learning,,fuzzy_matched,L2,0.9286,92.9,wrong_field
3 Year Dip1oma (Artificial Intelligence and Machine Learning),Diploma in Engineering,Diploma in Engineering,Artificial Intelligence and Machine Learning,,fuzzy_matched,L2,0.9286,92.9,wrong_field
3 Year Diploma (Artificial Intelligence and Machine Lear,Diploma in Engineering,Diploma in Engineering,Artificial Intelligence and Machine Learning,,fuzzy_matched,L2,0.9649,96.5,wrong_field
Diplma in Engineering (Production Engineering),Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
Dpiloma in Engineering (Production Engineering),Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
Diplma in Engineering Hons,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
Dpiloma in Engineering Hons,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
Diplma in Engineering in Information Technology,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
Dpiloma in Engineering in Information Technology,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
Dip. ngg in Electrical Engineering,Diploma in Engineering,Diploma in Engineering,Electrical Engineering,,fuzzy_matched,L2,0.9333,93.3,wrong_field
Dpi. Engg in Electrical Engineering,Diploma in Engineering,Diploma in Engineering,Electrical Engineering,,review_needed,L2,0.875,87.5,wrong_field
Polytchnic / Computer Science and Engineering,Diploma in Engineering,Diploma in Engineering,Computer Science and Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Ploytechnic / Computer Science and Engineering,Diploma in Engineering,Diploma in Engineering,Computer Science and Engineering,,fuzzy_matched,L2,0.9091,90.9,wrong_field
3 Yar Diploma - Textile Engineering,Diploma in Engineering,Diploma in Engineering,Textile Engineering,,fuzzy_matched,L2,0.963,96.3,wrong_field
3 eYar Diploma - Textile Engineering,Diploma in Engineering,Diploma in Engineering,Textile Engineering,,fuzzy_matched,L2,0.9286,92.9,wrong_field
"Polytchnic, Artificial Intelligence and Machine Learning",Diploma in Engineering,Diploma in Engineering,Artificial Intelligence and Machine Learning,,fuzzy_matched,L2,0.9524,95.2,wrong_field
"Ploytechnic, Artificial Intelligence and Machine Learning",Diploma in Engineering,Diploma in Engineering,Artificial Intelligence and Machine Learning,,fuzzy_matched,L2,0.9091,90.9,wrong_field
"Po1ytechnic, Artificial Intelligence and Machine Learning",Diploma in Engineering,Diploma in Engineering,Artificial Intelligence and Machine Learning,,fuzzy_matched,L2,0.9091,90.9,wrong_field
Polytchnic (Computer Science and Engineering),Diploma in Engineering,Diploma in Engineering,Computer Science and Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Ploytechnic (Computer Science and Engineering),Diploma in Engineering,Diploma in Engineering,Computer Science and Engineering,,fuzzy_matched,L2,0.9091,90.9,wrong_field
Polytechnic (Computer Science and Engine,Diploma in Engineering,Diploma in Engineering,Computer Science and Engineering,,fuzzy_matched,L2,0.9398,94.0,wrong_field
3 Year Diploma (Software Engine,Diploma in Engineering,Diploma in Engineering,Software Engineering,,fuzzy_matched,L2,0.9231,92.3,wrong_field
3 Yar Diploma (Computer Science and Engineering),Diploma in Engineering,Diploma in Engineering,Computer Science and Engineering,,fuzzy_matched,L2,0.963,96.3,wrong_field
3 eYar Diploma (Computer Science and Engineering),Diploma in Engineering,Diploma in Engineering,Computer Science and Engineering,,fuzzy_matched,L2,0.9286,92.9,wrong_field
3 Year Diploma (Computer Science and Engine,Diploma in Engineering,Diploma in Engineering,Computer Science and Engineering,,fuzzy_matched,L2,0.9438,94.4,wrong_field
Diplma in Engineering / Cybersecurity,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
Dpiloma in Engineering / Cybersecurity,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
Diplma in Engineering / Chemical Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
Dpiloma in Engineering / Chemical Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
3 Yar Diploma / Aerospace Engineering,Diploma in Engineering,Diploma in Engineering,Aerospace Engineering,,fuzzy_matched,L2,0.963,96.3,wrong_field
3 eYar Diploma / Aerospace Engineering,Diploma in Engineering,Diploma in Engineering,Aerospace Engineering,,fuzzy_matched,L2,0.9286,92.9,wrong_field
Diplma in Engineering - Food Technology,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
Dpiloma in Engineering - Food Technology,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
Polytchnic / Electronics and Communication Engineering,Diploma in Engineering,Diploma in Engineering,Electronics and Communication Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Ploytechnic / Electronics and Communication Engineering,Diploma in Engineering,Diploma in Engineering,Electronics and Communication Engineering,,fuzzy_matched,L2,0.9091,90.9,wrong_field
Diplma in Engineering (Hons),Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
Dpiloma in Engineering (Hons),Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
Diplma in Engineering in Software Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
Dpiloma in Engineering in Software Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
Diplma in Engineering - Software Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
Dpiloma in Engineering - Software Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
Dip. Engg (Food Techn,Diploma in Engineering,Diploma in Engineering,Food Technology,,fuzzy_matched,L2,0.8837,88.4,wrong_field
Polytchnic (Electrical Engineering),Diploma in Engineering,Diploma in Engineering,Electrical Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Ploytechnic (Electrical Engineering),Diploma in Engineering,Diploma in Engineering,Electrical Engineering,,fuzzy_matched,L2,0.9091,90.9,wrong_field
Polytechnic (Electrical Engine,Diploma in Engineering,Diploma in Engineering,Electrical Engineering,,fuzzy_matched,L2,0.9206,92.1,wrong_field
"Diplma in Engineering, Chemical Engineering",Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
"Dpiloma in Engineering, Chemical Engineering",Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
"Diplma in Engineering, Information Technology",Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
"Dpiloma in Engineering, Information Technology",Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
Dip. ngg / Textile Engineering,Diploma in Engineering,Diploma in Engineering,Textile Engineering,,fuzzy_matched,L2,0.9333,93.3,wrong_field
Dpi. Engg / Textile Engineering,Diploma in Engineering,Diploma in Engineering,Textile Engineering,,review_needed,L2,0.875,87.5,wrong_field
"Diplma in Engineering, Cybersecurity",Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
"Dpiloma in Engineering, Cybersecurity",Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
Polytchnic - Artificial Intelligence and Machine Learning,Diploma in Engineering,Diploma in Engineering,Artificial Intelligence and Machine Learning,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Ploytechnic - Artificial Intelligence and Machine Learning,Diploma in Engineering,Diploma in Engineering,Artificial Intelligence and Machine Learning,,fuzzy_matched,L2,0.9091,90.9,wrong_field
Po1ytechnic - Artificial Intelligence and Machine Learning,Diploma in Engineering,Diploma in Engineering,Artificial Intelligence and Machine Learning,,fuzzy_matched,L2,0.9091,90.9,wrong_field
Diplma in Engineering (Textile Engineering),Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
Dpiloma in Engineering (Textile Engineering),Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
Diplma in Engineering in Mining Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
Dpiloma in Engineering in Mining Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
Dip. ngg in Instrumentation Engineering,Diploma in Engineering,Diploma in Engineering,Instrumentation Engineering,,fuzzy_matched,L2,0.9333,93.3,wrong_field
Dpi. Engg in Instrumentation Engineering,Diploma in Engineering,Diploma in Engineering,Instrumentation Engineering,,review_needed,L2,0.875,87.5,wrong_field
Diplma in Engineering / Electrical Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
Dpiloma in Engineering / Electrical Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
3 Yar Diploma - Electronics and Communication Engineering,Diploma in Engineering,Diploma in Engineering,Electronics and Communication Engineering,,fuzzy_matched,L2,0.963,96.3,wrong_field
3 eYar Diploma - Electronics and Communication Engineering,Diploma in Engineering,Diploma in Engineering,Electronics and Communication Engineering,,fuzzy_matched,L2,0.9286,92.9,wrong_field
Diplma in Engineering - Production Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
Dpiloma in Engineering - Production Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
Diplma in Engineering - Data Science,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
Dpiloma in Engineering - Data Science,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
"Polytchnic, Biotechnology Engineering",Diploma in Engineering,Diploma in Engineering,Biotechnology Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
"Ploytechnic, Biotechnology Engineering",Diploma in Engineering,Diploma in Engineering,Biotechnology Engineering,,fuzzy_matched,L2,0.9091,90.9,wrong_field
3 Yar Diploma - Artificial Intelligence and Machine Learning,Diploma in Engineering,Diploma in Engineering,Artificial Intelligence and Machine Learning,,fuzzy_matched,L2,0.963,96.3,wrong_field
3 eYar Diploma - Artificial Intelligence and Machine Learning,Diploma in Engineering,Diploma in Engineering,Artificial Intelligence and Machine Learning,,fuzzy_matched,L2,0.9286,92.9,wrong_field
3 Year Dip1oma - Artificial Intelligence and Machine Learning,Diploma in Engineering,Diploma in Engineering,Artificial Intelligence and Machine Learning,,fuzzy_matched,L2,0.9286,92.9,wrong_field
3 Yar Diploma / Textile Engineering,Diploma in Engineering,Diploma in Engineering,Textile Engineering,,fuzzy_matched,L2,0.963,96.3,wrong_field
3 eYar Diploma / Textile Engineering,Diploma in Engineering,Diploma in Engineering,Textile Engineering,,fuzzy_matched,L2,0.9286,92.9,wrong_field
"Diplma in Engineering, Artificial Intelligence and Machine Learning",Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
"Dpiloma in Engineering, Artificial Intelligence and Machine Learning",Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
Polytchnic (Electronics and Communication Engineering),Diploma in Engineering,Diploma in Engineering,Electronics and Communication Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Ploytechnic (Electronics and Communication Engineering),Diploma in Engineering,Diploma in Engineering,Electronics and Communication Engineering,,fuzzy_matched,L2,0.9091,90.9,wrong_field
Polytechnic (Electronics and Communication Engine,Diploma in Engineering,Diploma in Engineering,Electronics and Communication Engineering,,fuzzy_matched,L2,0.9505,95.0,wrong_field
Diplma in Engineering in Mechanical Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
Dpiloma in Engineering in Mechanical Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
3 Yar Diploma (Electrical Engineering),Diploma in Engineering,Diploma in Engineering,Electrical Engineering,,fuzzy_matched,L2,0.963,96.3,wrong_field
3 eYar Diploma (Electrical Engineering),Diploma in Engineering,Diploma in Engineering,Electrical Engineering,,fuzzy_matched,L2,0.9286,92.9,wrong_field
3 Year Diploma (Electrical Engine,Diploma in Engineering,Diploma in Engineering,Electrical Engineering,,fuzzy_matched,L2,0.9275,92.8,wrong_field
"3 Yar Diploma, Artificial Intelligence and Machine Learning",Diploma in Engineering,Diploma in Engineering,Artificial Intelligence and Machine Learning,,fuzzy_matched,L2,0.963,96.3,wrong_field
"3 eYar Diploma, Artificial Intelligence and Machine Learning",Diploma in Engineering,Diploma in Engineering,Artificial Intelligence and Machine Learning,,fuzzy_matched,L2,0.9286,92.9,wrong_field
"3 Year Dip1oma, Artificial Intelligence and Machine Learning",Diploma in Engineering,Diploma in Engineering,Artificial Intelligence and Machine Learning,,fuzzy_matched,L2,0.9286,92.9,wrong_field
Dip. ngg in Production Engineering,Diploma in Engineering,Diploma in Engineering,Production Engineering,,fuzzy_matched,L2,0.9333,93.3,wrong_field
Dpi. Engg in Production Engineering,Diploma in Engineering,Diploma in Engineering,Production Engineering,,review_needed,L2,0.875,87.5,wrong_field
Diplma in Engineering - Computer Science and Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
Dpiloma in Engineering - Computer Science and Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
Polyt,Diploma in Engineering,Polyt,,,review_needed,L3,0.5,50.0,wrong_degree
Diplma in Engineering in Metallurgical Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
Dpiloma in Engineering in Metallurgical Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
Dip. ngg in Textile Engineering,Diploma in Engineering,Diploma in Engineering,Textile Engineering,,fuzzy_matched,L2,0.9333,93.3,wrong_field
Dpi. Engg in Textile Engineering,Diploma in Engineering,Diploma in Engineering,Textile Engineering,,review_needed,L2,0.875,87.5,wrong_field
DIPLMA IN ENGINEERING,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
DPILOMA IN ENGINEERING,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
Diplma in Engineering - Mechanical Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
Dpiloma in Engineering - Mechanical Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
Diplma in Engineering / Data Science,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
Dpiloma in Engineering / Data Science,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
Polytchnic (Textile Engineering),Diploma in Engineering,Diploma in Engineering,Textile Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Ploytechnic (Textile Engineering),Diploma in Engineering,Diploma in Engineering,Textile Engineering,,fuzzy_matched,L2,0.9091,90.9,wrong_field
Polytechnic (Textile Engine,Diploma in Engineering,Diploma in Engineering,Textile Engineering,,fuzzy_matched,L2,0.9123,91.2,wrong_field
3 Year Diploma (Mechanical Engine,Diploma in Engineering,Diploma in Engineering,Mechanical Engineering,,fuzzy_matched,L2,0.9275,92.8,wrong_field
Diplma in Engineering / Information Technology,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
Dpiloma in Engineering / Information Technology,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
Diplma in Engineering / Production Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
Dpiloma in Engineering / Production Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
Diplma in Engineering / Instrumentation Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
Dpiloma in Engineering / Instrumentation Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
3 Yar Diploma / Production Engineering,Diploma in Engineering,Diploma in Engineering,Production Engineering,,fuzzy_matched,L2,0.963,96.3,wrong_field
3 eYar Diploma / Production Engineering,Diploma in Engineering,Diploma in Engineering,Production Engineering,,fuzzy_matched,L2,0.9286,92.9,wrong_field
Polytechnic (Chemical Engine,Diploma in Engineering,Diploma in Engineering,Chemical Engineering,,fuzzy_matched,L2,0.9153,91.5,wrong_field
3 Yar Diploma / Instrumentation Engineering,Diploma in Engineering,Diploma in Engineering,Instrumentation Engineering,,fuzzy_matched,L2,0.963,96.3,wrong_field
3 eYar Diploma / Instrumentation Engineering,Diploma in Engineering,Diploma in Engineering,Instrumentation Engineering,,fuzzy_matched,L2,0.9286,92.9,wrong_field
Diplma in Engineering in Electrical Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
Dpiloma in Engineering in Electrical Engineering,Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
"Diplma in Engineering, Mechanical Engineering",Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
"Dpiloma in Engineering, Mechanical Engineering",Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
Diplma in Engineering (Computer Science and Engineering),Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
Dpiloma in Engineering (Computer Science and Engineering),Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
3 Yar Diploma - Instrumentation Engineering,Diploma in Engineering,Diploma in Engineering,Instrumentation Engineering,,fuzzy_matched,L2,0.963,96.3,wrong_field
3 eYar Diploma - Instrumentation Engineering,Diploma in Engineering,Diploma in Engineering,Instrumentation Engineering,,fuzzy_matched,L2,0.9286,92.9,wrong_field
Polytchnic - Aerospace Engineering,Diploma in Engineering,Diploma in Engineering,Aerospace Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Ploytechnic - Aerospace Engineering,Diploma in Engineering,Diploma in Engineering,Aerospace Engineering,,fuzzy_matched,L2,0.9091,90.9,wrong_field
Dip. ngg / Biotechnology Engineering,Diploma in Engineering,Diploma in Engineering,Biotechnology Engineering,,fuzzy_matched,L2,0.9333,93.3,wrong_field
Dpi. Engg / Biotechnology Engineering,Diploma in Engineering,Diploma in Engineering,Biotechnology Engineering,,review_needed,L2,0.875,87.5,wrong_field
3 Yar Diploma in Metallurgical Engineering,Diploma in Engineering,Diploma in Engineering,Metallurgical Engineering,,fuzzy_matched,L2,0.963,96.3,wrong_field
3 eYar Diploma in Metallurgical Engineering,Diploma in Engineering,Diploma in Engineering,Metallurgical Engineering,,fuzzy_matched,L2,0.9286,92.9,wrong_field
Dip. ngg (Instrumentation Engineering),Diploma in Engineering,Diploma in Engineering,Instrumentation Engineering,,fuzzy_matched,L2,0.9333,93.3,wrong_field
Dpi. Engg (Instrumentation Engineering),Diploma in Engineering,Diploma in Engineering,Instrumentation Engineering,,review_needed,L2,0.875,87.5,wrong_field
Dip. Engg (Instrumentation Engine,Diploma in Engineering,Diploma in Engineering,Instrumentation Engineering,,fuzzy_matched,L2,0.9254,92.5,wrong_field
Polytchnic (Metallurgical Engineering),Diploma in Engineering,Diploma in Engineering,Metallurgical Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Ploytechnic (Metallurgical Engineering),Diploma in Engineering,Diploma in Engineering,Metallurgical Engineering,,fuzzy_matched,L2,0.9091,90.9,wrong_field
Polytechnic (Metallurgical Engine,Diploma in Engineering,Diploma in Engineering,Metallurgical Engineering,,fuzzy_matched,L2,0.9275,92.8,wrong_field
3 Yar Diploma (Aerospace Engineering),Diploma in Engineering,Diploma in Engineering,Aerospace Engineering,,fuzzy_matched,L2,0.963,96.3,wrong_field
3 eYar Diploma (Aerospace Engineering),Diploma in Engineering,Diploma in Engineering,Aerospace Engineering,,fuzzy_matched,L2,0.9286,92.9,wrong_field
3 Year Diploma (Aerospace Engine,Diploma in Engineering,Diploma in Engineering,Aerospace Engineering,,fuzzy_matched,L2,0.9254,92.5,wrong_field
"Diplma in Engineering, Production Engineering",Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
"Dpiloma in Engineering, Production Engineering",Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.75,75.0,wrong_degree
Polytchnic / Artificial Intelligence and Machine Learning,Diploma in Engineering,Diploma in Engineering,Artificial Intelligence and Machine Learning,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Ploytechnic / Artificial Intelligence and Machine Learning,Diploma in Engineering,Diploma in Engineering,Artificial Intelligence and Machine Learning,,fuzzy_matched,L2,0.9091,90.9,wrong_field
Po1ytechnic / Artificial Intelligence and Machine Learning,Diploma in Engineering,Diploma in Engineering,Artificial Intelligence and Machine Learning,,fuzzy_matched,L2,0.9091,90.9,wrong_field
"Dip. ngg, Artificial Intelligence and Machine Learning",Diploma in Engineering,Diploma in Engineering,Artificial Intelligence and Machine Learning,,fuzzy_matched,L2,0.9333,93.3,wrong_field
"Dpi. Engg, Artificial Intelligence and Machine Learning",Diploma in Engineering,Diploma in Engineering,Artificial Intelligence and Machine Learning,,review_needed,L2,0.875,87.5,wrong_field
Diplma in Engineering (Aerospace Engineering),Diploma in Engineering,Post Graduate Diploma,,,review_needed,L2,0.8,80.0,wrong_degree
