raw_input,expected_degree,predicted_degree,expected_field,predicted_field,status,layer_used,confidence,fuzzy_score,error_category
United Kingdom B Sc qualification,Bachelor of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom B Sc (United Kingdom),Bachelor of Science,,,,review_needed,L3,0.35,35.0,wrong_degree
United Kingdom B Sc (UK),Bachelor of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom B Sc (3-4 years),Bachelor of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom B Sc (Hons),Bachelor of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom B Sc with Honours,Bachelor of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom Bachelor of Engineering,Bachelor of Engineering,Bachelor of Technology,,,review_needed,L2,0.7595,75.9,wrong_degree
United Kingdom Bachelor of Engineering (United Kingdom),Bachelor of Engineering,Bachelor of Technology,,,review_needed,L2,0.7595,75.9,wrong_degree
United Kingdom Bachelor of Engineering (UK),Bachelor of Engineering,Bachelor of Technology,,,review_needed,L2,0.7595,75.9,wrong_degree
United Kingdom Bachelor of Engineering (3-4 years),Bachelor of Engineering,Bachelor of Technology,,,review_needed,L2,0.7595,75.9,wrong_degree
United Kingdom Bachelor of Engineering (Hons),Bachelor of Engineering,Bachelor of Technology,,,review_needed,L2,0.7595,75.9,wrong_degree
United Kingdom Bachelor of Engineering with Honours,Bachelor of Engineering,Bachelor of Technology,,,review_needed,L2,0.7107,71.1,wrong_degree
UK B E N G degree,Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK B E N G qualification,Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK B E N G with Honours,Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom B E N G,Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom B E N G degree,Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom B E N G qualification,Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom B E N G (United Kingdom),Bachelor of Engineering,,,,review_needed,L3,0.35,35.0,wrong_degree
United Kingdom B E N G (UK),Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom B E N G (3-4 years),Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom B E N G (Hons),Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom B E N G with Honours,Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK BENGHONS degree,Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK BENGHONS qualification,Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK BENGHONS with Honours,Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom BENGHONS,Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom BENGHONS degree,Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom BENGHONS qualification,Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom BENGHONS (United Kingdom),Bachelor of Engineering,,,,review_needed,L3,0.35,35.0,wrong_degree
United Kingdom BENGHONS (UK),Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom BENGHONS (3-4 years),Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom BENGHONS (Hons),Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom BENGHONS with Honours,Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
M E N G (United Kingdom),Master of Engineering,,,,review_needed,L3,0.35,35.0,wrong_degree
M E N G (UK),Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
M E N G (4 years),Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK M E N G,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK M E N G degree,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK M E N G qualification,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK M E N G (United Kingdom),Master of Engineering,,,,review_needed,L3,0.35,35.0,wrong_degree
UK M E N G (UK),Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK M E N G (4 years),Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M E N G,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M E N G degree,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M E N G qualification,Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M E N G (United Kingdom),Master of Engineering,,,,review_needed,L3,0.35,35.0,wrong_degree
United Kingdom M E N G (UK),Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M E N G (4 years),Master of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
MENGHONS (United Kingdom),Master of Engineering,Bachelor of Engineering,,,review_needed,L2,0.7143,71.4,wrong_degree
MENGHONS (UK),Master of Engineering,Bachelor of Engineering,,,review_needed,L2,0.7143,71.4,wrong_degree
MENGHONS (4 years),Master of Engineering,Bachelor of Engineering,,,review_needed,L2,0.7143,71.4,wrong_degree
UK MENGHONS,Master of Engineering,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
UK MENGHONS degree,Master of Engineering,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
UK MENGHONS qualification,Master of Engineering,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
UK MENGHONS (United Kingdom),Master of Engineering,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
UK MENGHONS (UK),Master of Engineering,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
UK MENGHONS (4 years),Master of Engineering,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom MENGHONS,Master of Engineering,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom MENGHONS degree,Master of Engineering,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom MENGHONS qualification,Master of Engineering,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom MENGHONS (United Kingdom),Master of Engineering,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom MENGHONS (UK),Master of Engineering,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom MENGHONS (4 years),Master of Engineering,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Bachelor of Laws,Bachelor of Laws,Bachelor of Technology,,,review_needed,L2,0.7081,70.8,wrong_degree
Bachelor of Laws degree,Bachelor of Laws,Bachelor of Commerce,,,review_needed,L2,0.7055,70.5,wrong_degree
Bachelor of Laws qualification,Bachelor of Laws,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Bachelor of Laws (United Kingdom),Bachelor of Laws,Bachelor of Technology,,,review_needed,L2,0.7081,70.8,wrong_degree
Bachelor of Laws (UK),Bachelor of Laws,Bachelor of Technology,,,review_needed,L2,0.7081,70.8,wrong_degree
Bachelor of Laws (3 years),Bachelor of Laws,Bachelor of Technology,,,review_needed,L2,0.7081,70.8,wrong_degree
Bachelor of Laws (Hons),Bachelor of Laws,Bachelor of Technology,,,review_needed,L2,0.7081,70.8,wrong_degree
Bachelor of Laws with Honours,Bachelor of Laws,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
UK Bachelor of Laws,Bachelor of Laws,Bachelor of Dental Surgery,,,review_needed,L2,0.71,71.0,wrong_degree
UK Bachelor of Laws degree,Bachelor of Laws,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
UK Bachelor of Laws qualification,Bachelor of Laws,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
UK Bachelor of Laws (United Kingdom),Bachelor of Laws,Bachelor of Dental Surgery,,,review_needed,L2,0.71,71.0,wrong_degree
UK Bachelor of Laws (UK),Bachelor of Laws,Bachelor of Dental Surgery,,,review_needed,L2,0.71,71.0,wrong_degree
UK Bachelor of Laws (3 years),Bachelor of Laws,Bachelor of Dental Surgery,,,review_needed,L2,0.71,71.0,wrong_degree
UK Bachelor of Laws (Hons),Bachelor of Laws,Bachelor of Dental Surgery,,,review_needed,L2,0.71,71.0,wrong_degree
UK Bachelor of Laws with Honours,Bachelor of Laws,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Bachelor of Laws,Bachelor of Laws,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Bachelor of Laws degree,Bachelor of Laws,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Bachelor of Laws qualification,Bachelor of Laws,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Bachelor of Laws (United Kingdom),Bachelor of Laws,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Bachelor of Laws (UK),Bachelor of Laws,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Bachelor of Laws (3 years),Bachelor of Laws,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Bachelor of Laws (Hons),Bachelor of Laws,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Bachelor of Laws with Honours,Bachelor of Laws,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
L L B qualification,Bachelor of Laws,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
L L B (United Kingdom),Bachelor of Laws,,,,review_needed,L3,0.35,35.0,wrong_degree
L L B (UK),Bachelor of Laws,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
L L B (3 years),Bachelor of Laws,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
L L B with Honours,Bachelor of Laws,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK L L B,Bachelor of Laws,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK L L B degree,Bachelor of Laws,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK L L B qualification,Bachelor of Laws,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK L L B (United Kingdom),Bachelor of Laws,,,,review_needed,L3,0.35,35.0,wrong_degree
UK L L B (UK),Bachelor of Laws,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK L L B (3 years),Bachelor of Laws,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK L L B (Hons),Bachelor of Laws,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK L L B with Honours,Bachelor of Laws,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom L L B,Bachelor of Laws,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom L L B degree,Bachelor of Laws,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom L L B qualification,Bachelor of Laws,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom L L B (United Kingdom),Bachelor of Laws,,,,review_needed,L3,0.35,35.0,wrong_degree
United Kingdom L L B (UK),Bachelor of Laws,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom L L B (3 years),Bachelor of Laws,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom L L B (Hons),Bachelor of Laws,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom L L B with Honours,Bachelor of Laws,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Bachelor of Law,Bachelor of Laws,Bachelor of Technology,,,review_needed,L2,0.732,73.2,wrong_degree
Bachelor of Law degree,Bachelor of Laws,Bachelor of Commerce,,,review_needed,L2,0.7143,71.4,wrong_degree
Bachelor of Law qualification,Bachelor of Laws,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Bachelor of Law (United Kingdom),Bachelor of Laws,Bachelor of Technology,,,review_needed,L2,0.732,73.2,wrong_degree
Bachelor of Law (UK),Bachelor of Laws,Bachelor of Technology,,,review_needed,L2,0.732,73.2,wrong_degree
Bachelor of Law (3 years),Bachelor of Laws,Bachelor of Technology,,,review_needed,L2,0.732,73.2,wrong_degree
Bachelor of Law (Hons),Bachelor of Laws,Bachelor of Technology,,,review_needed,L2,0.732,73.2,wrong_degree
Bachelor of Law with Honours,Bachelor of Laws,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
UK Bachelor of Law,Bachelor of Laws,Bachelor of Dental Surgery,,,review_needed,L2,0.7317,73.2,wrong_degree
UK Bachelor of Law degree,Bachelor of Laws,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
UK Bachelor of Law qualification,Bachelor of Laws,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
UK Bachelor of Law (United Kingdom),Bachelor of Laws,Bachelor of Dental Surgery,,,review_needed,L2,0.7317,73.2,wrong_degree
UK Bachelor of Law (UK),Bachelor of Laws,Bachelor of Dental Surgery,,,review_needed,L2,0.7317,73.2,wrong_degree
UK Bachelor of Law (3 years),Bachelor of Laws,Bachelor of Dental Surgery,,,review_needed,L2,0.7317,73.2,wrong_degree
UK Bachelor of Law (Hons),Bachelor of Laws,Bachelor of Dental Surgery,,,review_needed,L2,0.7317,73.2,wrong_degree
UK Bachelor of Law with Honours,Bachelor of Laws,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Bachelor of Law,Bachelor of Laws,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Bachelor of Law degree,Bachelor of Laws,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Bachelor of Law qualification,Bachelor of Laws,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Bachelor of Law (United Kingdom),Bachelor of Laws,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Bachelor of Law (UK),Bachelor of Laws,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Bachelor of Law (3 years),Bachelor of Laws,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Bachelor of Law (Hons),Bachelor of Laws,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom Bachelor of Law with Honours,Bachelor of Laws,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,fuzzy_matched,L2,0.9833,98.3,wrong_degree
Bachelor of Medicine Bachelor of Surgery degree,Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,fuzzy_matched,L2,0.9144,91.4,wrong_degree
Bachelor of Medicine Bachelor of Surgery qualification,Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,fuzzy_matched,L2,0.8924,89.2,wrong_degree
Bachelor of Medicine Bachelor of Surgery (United Kingdom),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,fuzzy_matched,L2,0.9833,98.3,wrong_degree
Bachelor of Medicine Bachelor of Surgery (UK),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,fuzzy_matched,L2,0.9833,98.3,wrong_degree
Bachelor of Medicine Bachelor of Surgery (5-6 years),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,fuzzy_matched,L2,0.9833,98.3,wrong_degree
Bachelor of Medicine Bachelor of Surgery (Hons),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,fuzzy_matched,L2,0.9833,98.3,wrong_degree
Bachelor of Medicine Bachelor of Surgery with Honours,Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,fuzzy_matched,L2,0.8953,89.5,wrong_degree
UK Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,fuzzy_matched,L2,0.9388,93.9,wrong_degree
UK Bachelor of Medicine Bachelor of Surgery degree,Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,fuzzy_matched,L2,0.9045,90.5,wrong_degree
UK Bachelor of Medicine Bachelor of Surgery qualification,Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,fuzzy_matched,L2,0.8839,88.4,wrong_degree
UK Bachelor of Medicine Bachelor of Surgery (United Kingdom),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,fuzzy_matched,L2,0.9388,93.9,wrong_degree
UK Bachelor of Medicine Bachelor of Surgery (UK),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,fuzzy_matched,L2,0.9388,93.9,wrong_degree
UK Bachelor of Medicine Bachelor of Surgery (5-6 years),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,fuzzy_matched,L2,0.9388,93.9,wrong_degree
UK Bachelor of Medicine Bachelor of Surgery (Hons),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,fuzzy_matched,L2,0.9388,93.9,wrong_degree
UK Bachelor of Medicine Bachelor of Surgery with Honours,Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,fuzzy_matched,L2,0.8867,88.7,wrong_degree
United Kingdom Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,fuzzy_matched,L2,0.8895,88.9,wrong_degree
United Kingdom Bachelor of Medicine Bachelor of Surgery degree,Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L2,0.8708,87.1,wrong_degree
United Kingdom Bachelor of Medicine Bachelor of Surgery qualification,Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L2,0.8545,85.4,wrong_degree
United Kingdom Bachelor of Medicine Bachelor of Surgery (United Kingdom),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,fuzzy_matched,L2,0.8895,88.9,wrong_degree
United Kingdom Bachelor of Medicine Bachelor of Surgery (UK),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,fuzzy_matched,L2,0.8895,88.9,wrong_degree
United Kingdom Bachelor of Medicine Bachelor of Surgery (5-6 years),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,fuzzy_matched,L2,0.8895,88.9,wrong_degree
United Kingdom Bachelor of Medicine Bachelor of Surgery (Hons),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,fuzzy_matched,L2,0.8895,88.9,wrong_degree
United Kingdom Bachelor of Medicine Bachelor of Surgery with Honours,Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L2,0.8567,85.7,wrong_degree
MBBS,Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,resolved,L1,1.0,100,wrong_degree
MBBS degree,Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L3,0.8,80.0,wrong_degree
MBBS qualification,Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L3,0.75,75.0,wrong_degree
MBBS (United Kingdom),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,resolved,L1,1.0,100,wrong_degree
MBBS (UK),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,resolved,L1,1.0,100,wrong_degree
MBBS (5-6 years),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,resolved,L1,1.0,100,wrong_degree
MBBS (Hons),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,resolved,L1,1.0,100,wrong_degree
MBBS with Honours,Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L3,0.75,75.0,wrong_degree
UK MBBS,Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,fuzzy_matched,L2,0.9045,90.5,wrong_degree
UK MBBS degree,Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L3,0.75,75.0,wrong_degree
UK MBBS qualification,Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L3,0.75,75.0,wrong_degree
UK MBBS (United Kingdom),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,fuzzy_matched,L2,0.9045,90.5,wrong_degree
UK MBBS (UK),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,fuzzy_matched,L2,0.9045,90.5,wrong_degree
UK MBBS (5-6 years),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,fuzzy_matched,L2,0.9045,90.5,wrong_degree
UK MBBS (Hons),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,fuzzy_matched,L2,0.9045,90.5,wrong_degree
UK MBBS with Honours,Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L3,0.75,75.0,wrong_degree
United Kingdom MBBS,Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L3,0.75,75.0,wrong_degree
United Kingdom MBBS degree,Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L3,0.75,75.0,wrong_degree
United Kingdom MBBS qualification,Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L3,0.75,75.0,wrong_degree
United Kingdom MBBS (United Kingdom),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L3,0.75,75.0,wrong_degree
United Kingdom MBBS (UK),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L3,0.75,75.0,wrong_degree
United Kingdom MBBS (5-6 years),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L3,0.75,75.0,wrong_degree
United Kingdom MBBS (Hons),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L3,0.75,75.0,wrong_degree
United Kingdom MBBS with Honours,Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L3,0.75,75.0,wrong_degree
M B B S,Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,resolved,L1,1.0,100,wrong_degree
M B B S degree,Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L3,0.8,80.0,wrong_degree
M B B S qualification,Bachelor of Medicine Bachelor of Surgery,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
M B B S (United Kingdom),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,resolved,L1,1.0,100,wrong_degree
M B B S (UK),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,resolved,L1,1.0,100,wrong_degree
M B B S (5-6 years),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,resolved,L1,1.0,100,wrong_degree
M B B S (Hons),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,resolved,L1,1.0,100,wrong_degree
M B B S with Honours,Bachelor of Medicine Bachelor of Surgery,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK M B B S,Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,fuzzy_matched,L2,0.9382,93.8,wrong_degree
UK M B B S degree,Bachelor of Medicine Bachelor of Surgery,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK M B B S qualification,Bachelor of Medicine Bachelor of Surgery,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK M B B S (United Kingdom),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,fuzzy_matched,L2,0.9382,93.8,wrong_degree
UK M B B S (UK),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,fuzzy_matched,L2,0.9382,93.8,wrong_degree
UK M B B S (5-6 years),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,fuzzy_matched,L2,0.9382,93.8,wrong_degree
UK M B B S (Hons),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,fuzzy_matched,L2,0.9382,93.8,wrong_degree
UK M B B S with Honours,Bachelor of Medicine Bachelor of Surgery,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M B B S,Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L2,0.819,81.9,wrong_degree
United Kingdom M B B S degree,Bachelor of Medicine Bachelor of Surgery,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M B B S qualification,Bachelor of Medicine Bachelor of Surgery,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom M B B S (United Kingdom),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L2,0.819,81.9,wrong_degree
United Kingdom M B B S (UK),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L2,0.819,81.9,wrong_degree
United Kingdom M B B S (5-6 years),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L2,0.819,81.9,wrong_degree
United Kingdom M B B S (Hons),Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L2,0.819,81.9,wrong_degree
United Kingdom M B B S with Honours,Bachelor of Medicine Bachelor of Surgery,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
MB ChB,Bachelor of Medicine Bachelor of Surgery,Bachelor of Medicine and Bachelor of Surgery,,,resolved,L1,1.0,100,wrong_degree
MB ChB degree,Bachelor of Medicine Bachelor of Surgery,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
